compiler,mode,case_name,operator_id,sample_count,mean_ms,p50_ms,p95_ms,stack_spill_pct,output_hashes
gcc,mac,qconv_3x3,2,60,42.784677099999996,42.699974,43.72459445,48.312403983678756,b1d51fe74b382d6c;0dea6284322de1b7;9419da2e4164b910
gcc,mac,qconv_1x1,825,60,25.229861116666665,25.144531,25.8473956,25.3516212081098,404a38f8af5e1461;9d9c98b150326d1a;10faa9184c9134bf
gcc,mac_fixed,qconv_3x3,2,60,22.474240483333332,22.3704945,23.169005199999997,0.09994436947434233,b1d51fe74b382d6c;0dea6284322de1b7;9419da2e4164b910
gcc,mac_fixed,qconv_1x1,825,60,9.512078933333333,9.499531000000001,9.5846199,0.05002200980442201,404a38f8af5e1461;9d9c98b150326d1a;10faa9184c9134bf
gcc,mac_asm,qconv_3x3,2,60,25.363008633333333,25.274922,26.081864449999998,0.0,b1d51fe74b382d6c;0dea6284322de1b7;9419da2e4164b910
gcc,mac_asm,qconv_1x1,825,60,11.893726500000001,11.8661985,12.051541349999999,0.0,404a38f8af5e1461;9d9c98b150326d1a;10faa9184c9134bf
