case_name,operator_id,input,v2_input_address_pct,v2_weight_transform_pct,v2_mac_smlal_pct,v2_requant_pct,v2_output_store_pct,setup_other_pct,foreign_symbol_pct,unclassified_pct,classified_core_share_pct,stack_spill_share_of_annotated_pct,winner
qconv_3x3,2,benchmarks/campplus/features/multi__speaker_0000__98.f32,13.002783,0.868539,56.522472,0.801079,1.627456,0.025297,0.000000,27.152374,72.822329,0.000000,v2_mac_smlal
qconv_3x3,2,benchmarks/campplus/features/multi__speaker_0005__98.f32,12.704297,0.783488,56.672283,0.901432,1.811289,0.033698,0.000000,27.093513,72.872789,0.000000,v2_mac_smlal
qconv_3x3,2,benchmarks/campplus/features/multi__speaker_0006__98.f32,12.933435,1.046149,56.205180,0.885852,1.619843,0.025310,0.000000,27.284232,72.690458,0.000000,v2_mac_smlal
qconv_1x1,825,benchmarks/campplus/features/multi__speaker_0000__98.f32,2.335193,1.281256,85.926844,0.392643,1.115933,0.165323,0.000000,8.782806,91.051870,0.000000,v2_mac_smlal
qconv_1x1,825,benchmarks/campplus/features/multi__speaker_0005__98.f32,2.561983,1.446281,86.342975,0.268595,0.847107,0.123967,0.000000,8.409091,91.466942,0.000000,v2_mac_smlal
qconv_1x1,825,benchmarks/campplus/features/multi__speaker_0006__98.f32,2.584781,0.992556,86.807279,0.206782,0.703060,0.103391,0.000000,8.602151,91.294458,0.000000,v2_mac_smlal
