# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 4K of event 'cycles:u'
# Event count (approx.): 448900000
#
# Overhead  Symbol                                             Source:Line                                 IPC   [IPC Coverage]
# ........  .................................................  ..........................................  ....................
#
    16.46%  [.] campp_qconv_mac_4x8_intrinsics_raw             arm_neon.h:3969                             -      -            
    11.25%  [.] campp_reference_offset_for_linear              reference_kernel_utils.c:64                 -      -            
     8.18%  [.] campp_qconv_mac_neon_half_tile_v2              arm_neon.h:3969                             -      -            
     4.46%  [.] campp_qconv_mac_4x8_intrinsics_raw             arm_neon.h:1605                             -      -            
     4.46%  [.] campp_reference_offset_for_linear              tensor_view.h:117                           -      -            
     2.76%  [.] campp_reference_offset_for_linear              reference_kernel_utils.c:62                 -      -            
     2.21%  [.] campp_qconv_mac_4x8_intrinsics_raw             arm_neon.h:4653                             -      -            
     2.16%  [.] campp_qconv_mac_4x8_intrinsics_raw             arm_neon.h:4632                             -      -            
     2.07%  [.] campp_qconv_mac_4x8_intrinsics_raw             arm_neon.h:12569                            -      -            
     1.87%  [.] campp_qconv_mac_4x8_intrinsics_raw             arm_neon.h:23756                            -      -            
     1.76%  [.] campp_qconv_mac_4x8_intrinsics_raw             qconv_mac_4x8_intrinsics.c:14               -      -            
     1.74%  [.] campp_qconv_mac_4x8_intrinsics_raw             arm_neon.h:24037                            -      -            
     1.72%  [.] campp_qconv_mac_neon_half_tile_v2              qconv_mac_neon.c:428                        -      -            
     1.49%  [.] campp_qconv_mac_neon_half_tile_v2              qconv_mac_neon.c:437                        -      -            
     1.45%  [.] output_hash                                    campp_operator_microbench.c:385             -      -            
     1.29%  [.] campp_qconv_mac_neon_half_tile_v2              qconv_mac_neon.c:436                        -      -            
     1.27%  [.] campp_qconv_mac_neon_half_tile_v2              qconv_mac_neon.c:435                        -      -            
     1.07%  [.] output_hash                                    campp_operator_microbench.c:386             -      -            
     0.98%  [.] campp_qconv_mac_4x8_intrinsics_raw             arm_neon.h:23767                            -      -            
     0.98%  [.] campp_qconv_mac_4x8_intrinsics_raw             qconv_mac_4x8_intrinsics.c:98               -      -            
     0.96%  [.] output_hash                                    campp_operator_microbench.c:418             -      -            
     0.89%  [.] output_hash                                    campp_operator_microbench.c:384             -      -            
     0.85%  [.] campp_qconv_v4_tile_plan_create                qconv_v4_tile_plan.c:9                      -      -            
     0.80%  [.] campp_qconv_mac_neon_half_tile_v2              qconv_mac_neon.c:423                        -      -            
     0.76%  [.] campp_reference_offset_for_linear              tensor_view.h:116                           -      -            
     0.74%  [.] campp_qconv_mac_neon_half_tile_v2              arm_neon.h:4653                             -      -            
     0.71%  [.] campp_qconv_v4_tile_plan_create                qconv_v4_tile_plan.c:96                     -      -            
     0.65%  [.] campp_qconv_neon_weight_columns                arm_neon.h:24026                            -      -            
     0.60%  [.] campp_qconv_mac_4x8_intrinsics_validated       qconv_mac_4x8.c:126                         -      -            
     0.60%  [.] campp_qconv_mac_neon_half_tile_v2              qconv_mac_neon.c:434                        -      -            
     0.56%  [.] campp_qconv_address_input_base                 qconv_address_fastpath.c:82                 -      -            
     0.53%  [.] campp_qconv_mac_4x8_intrinsics_raw             arm_neon.h:3181                             -      -            
     0.53%  [.] campp_qconv_mac_neon_half_tile_v2              qconv_mac_neon.c:101                        -      -            
     0.53%  [.] campp_qconv_neon_weight_columns                arm_neon.h:4632                             -      -            
     0.53%  [.] campp_qconv_neon_weight_columns                qconv_mac_neon.c:126                        -      -            
     0.51%  [.] campp_qconv_mac_4x8_intrinsics_validated       qconv_mac_4x8.c:128                         -      -            
     0.51%  [.] campp_qconv_neon_weight_columns                arm_neon.h:1605                             -      -            
     0.49%  [.] campp_qconv_v4_run                             qconv_v4_dispatch.c:42                      -      -            
     0.49%  [.] output_hash                                    campp_operator_microbench.c:417             -      -            
     0.45%  [.] campp_qconv_mac_neon_half_tile_v2              qconv_mac_neon.c:426                        -      -            
     0.45%  [.] campp_qconv_mac_neon_half_tile_v2              qconv_mac_neon.c:92                         -      -            
     0.45%  [.] campp_qconv_neon_weight_columns                arm_neon.h:3181                             -      -            
     0.42%  [.] campp_qconv_address_input_base                 qconv_address_fastpath.c:80                 -      -            
     0.42%  [.] campp_reference_offset_for_linear              reference_kernel_utils.c:75                 -      -            
     0.40%  [.] campp_qconv_neon_weight_columns                qconv_mac_neon.c:152                        -      -            
     0.38%  [.] campp_qconv_mac_neon_half_tile_v2              qconv_mac_neon.c:342                        -      -            
     0.36%  [.] campp_qconv_neon_weight_columns                qconv_mac_neon.c:156                        -      -            
     0.33%  [.] campp_qconv_address_input_base                 qconv_address_fastpath.c:78                 -      -            
     0.33%  [.] campp_qconv_v4_tile_plan_create                qconv_v4_tile_plan.c:83                     -      -            
     0.31%  [.] campp_qconv_neon_weight_columns                arm_neon.h:23767                            -      -            
     0.29%  [.] campp_qconv_address_input_base                 qconv_address_fastpath.c:83                 -      -            
     0.29%  [.] campp_qconv_mac_4x8_intrinsics_validated       qconv_mac_4x8.c:131                         -      -            
     0.29%  [.] campp_qconv_neon_weight_columns                qconv_mac_neon.c:158                        -      -            
     0.29%  [.] campp_reference_offset_for_linear              reference_kernel_utils.c:60                 -      -            
     0.29%  [.] output_hash                                    campp_operator_microbench.c:415             -      -            
     0.27%  [.] campp_qconv_address_input_base                 qconv_address_fastpath.c:92                 -      -            
     0.27%  [.] campp_qconv_mac_neon_half_tile_v2              qconv_mac_neon.c:102                        -      -            
     0.25%  [.] campp_qconv_neon_weight_columns                arm_neon.h:12597                            -      -            
     0.25%  [.] campp_qconv_v4_store_channel_packed            qconv_store_channel_packed.c:59             -      -            
     0.25%  [.] campp_qconv_v4_tile_plan_create                qconv_v4_tile_plan.c:122                    -      -            
     0.25%  [.] campp_qconv_v4_tile_plan_create                qconv_v4_tile_plan.c:80                     -      -            
     0.22%  [.] campp_qconv_mac_neon_half_tile_v2              qconv_mac_neon.c:339                        -      -            
     0.22%  [.] campp_qconv_neon_weight_columns                qconv_mac_neon.c:114                        -      -            
     0.22%  [.] campp_qconv_v4_requantize8_validated           arm_neon.h:10238                            -      -            
     0.20%  [.] campp_qconv_address_input_base                 qconv_address_fastpath.c:89                 -      -            
     0.20%  [.] campp_qconv_address_input_base                 qconv_address_fastpath.c:99                 -      -            
     0.20%  [.] campp_qconv_mac_4x8_intrinsics_raw             arm_neon.h:22148                            -      -            
     0.20%  [.] campp_qconv_mac_4x8_intrinsics_raw             qconv_mac_4x8_intrinsics.c:94               -      -            
     0.20%  [.] campp_qconv_neon_weight_columns                arm_neon.h:24037                            -      -            
     0.20%  [.] campp_qconv_v4_tile_plan_create                qconv_v4_tile_plan.c:10                     -      -            
     0.20%  [.] output_hash                                    campp_operator_microbench.c:419             -      -            
     0.20%  [.] 0x00000000000a4098                             libc.so.6[a4098]                            -      -            
     0.18%  [.] campp_qconv_address_input_base                 qconv_address_fastpath.c:77                 -      -            
     0.18%  [.] campp_qconv_address_input_base                 qconv_address_fastpath.c:79                 -      -            
     0.18%  [.] campp_qconv_mac_4x8_intrinsics_raw             qconv_mac_4x8_intrinsics.c:107              -      -            
     0.18%  [.] campp_qconv_v4_requantize8_validated           arm_neon.h:18408                            -      -            
     0.18%  [.] campp_qconv_v4_requantize8_validated           qconv_requant_neon8.c:67                    -      -            
     0.18%  [.] campp_qconv_v4_run                             qconv_v4_dispatch.c:161                     -      -            
     0.18%  [.] campp_reference_offset_for_linear              reference_kernel_utils.c:77                 -      -            
     0.16%  [.] campp_qconv_mac_4x8_intrinsics_validated       qconv_mac_4x8.c:127                         -      -            
     0.16%  [.] campp_qconv_mac_neon_half_tile_v2              arm_neon.h:1605                             -      -            
     0.16%  [.] campp_qconv_v4_store_channel_packed            qconv_store_channel_packed.c:67             -      -            
     0.16%  [.] campp_qconv_v4_store_channel_packed            qconv_store_channel_packed.c:71             -      -            
     0.16%  [.] campp_qconv_v4_store_channel_packed            qconv_store_channel_packed.c:89             -      -            
     0.16%  [.] campp_qconv_v4_tile_plan_create                qconv_v4_tile_plan.c:78                     -      -            
     0.16%  [.] 0x00000000000a3188                             libc.so.6[a3188]                            -      -            
     0.13%  [.] campp_qconv_mac_neon_half_tile_v2              qconv_mac_neon.c:466                        -      -            
     0.13%  [.] campp_qconv_mac_neon_half_tile_v2              qconv_mac_neon.c:93                         -      -            
     0.13%  [.] campp_qconv_v4_requantize8_validated           arm_neon.h:10568                            -      -            
     0.13%  [.] campp_qconv_v4_requantize8_validated           arm_neon.h:10805                            -      -            
     0.13%  [.] campp_qconv_v4_requantize8_validated           arm_neon.h:16333                            -      -            
     0.13%  [.] campp_qconv_v4_requantize8_validated           arm_neon.h:22062                            -      -            
     0.13%  [.] campp_qconv_v4_requantize8_validated           qconv_requant_neon8.c:63                    -      -            
     0.13%  [.] campp_qconv_v4_run                             qconv_v4_dispatch.c:159                     -      -            
     0.13%  [.] campp_qconv_v4_store_channel_packed            qconv_store_channel_packed.c:60             -      -            
     0.11%  [.] campp_qconv_address_input_base                 qconv_address_fastpath.c:86                 -      -            
     0.11%  [.] campp_qconv_address_output_tile                qconv_address_fastpath.c:56                 -      -            
     0.11%  [.] campp_qconv_mac_neon_half_tile_v2              qconv_mac_neon.c:345                        -      -            
     0.11%  [.] campp_qconv_v4_store_channel_packed            qconv_store_channel_packed.c:72             -      -            
