# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 4K of event 'cycles:u'
# Event count (approx.): 450700000
#
# Overhead  Symbol                                        Source:Line                      IPC   [IPC Coverage]
# ........  ............................................  ...............................  ....................
#
    16.00%  [.] campp_qconv_mac_4x8_intrinsics_raw        arm_neon.h:3969                  -      -            
    11.14%  [.] campp_reference_offset_for_linear         reference_kernel_utils.c:64      -      -            
     8.50%  [.] campp_qconv_mac_neon_half_tile_v2         arm_neon.h:3969                  -      -            
     4.44%  [.] campp_reference_offset_for_linear         tensor_view.h:117                -      -            
     4.13%  [.] campp_qconv_mac_4x8_intrinsics_raw        arm_neon.h:1605                  -      -            
     2.77%  [.] campp_qconv_mac_4x8_intrinsics_raw        arm_neon.h:4632                  -      -            
     2.35%  [.] campp_reference_offset_for_linear         reference_kernel_utils.c:62      -      -            
     2.04%  [.] campp_qconv_mac_4x8_intrinsics_raw        arm_neon.h:4653                  -      -            
     2.00%  [.] output_hash                               campp_operator_microbench.c:385  -      -            
     1.84%  [.] campp_qconv_mac_4x8_intrinsics_raw        arm_neon.h:23756                 -      -            
     1.64%  [.] campp_qconv_mac_4x8_intrinsics_raw        arm_neon.h:12569                 -      -            
     1.62%  [.] campp_qconv_mac_4x8_intrinsics_raw        qconv_mac_4x8_intrinsics.c:98    -      -            
     1.60%  [.] campp_qconv_mac_4x8_intrinsics_raw        qconv_mac_4x8_intrinsics.c:14    -      -            
     1.55%  [.] campp_qconv_mac_neon_half_tile_v2         qconv_mac_neon.c:428             -      -            
     1.51%  [.] campp_qconv_mac_4x8_intrinsics_raw        arm_neon.h:24037                 -      -            
     1.26%  [.] campp_qconv_mac_neon_half_tile_v2         qconv_mac_neon.c:437             -      -            
     1.26%  [.] output_hash                               campp_operator_microbench.c:418  -      -            
     1.18%  [.] campp_qconv_mac_neon_half_tile_v2         qconv_mac_neon.c:436             -      -            
     1.09%  [.] campp_qconv_mac_neon_half_tile_v2         qconv_mac_neon.c:423             -      -            
     1.00%  [.] output_hash                               campp_operator_microbench.c:386  -      -            
     0.98%  [.] campp_qconv_mac_4x8_intrinsics_raw        arm_neon.h:23767                 -      -            
     0.98%  [.] campp_qconv_v4_tile_plan_create           qconv_v4_tile_plan.c:9           -      -            
     0.91%  [.] campp_qconv_mac_neon_half_tile_v2         arm_neon.h:4653                  -      -            
     0.89%  [.] campp_qconv_mac_4x8_intrinsics_raw        arm_neon.h:3181                  -      -            
     0.84%  [.] campp_reference_offset_for_linear         tensor_view.h:116                -      -            
     0.80%  [.] output_hash                               campp_operator_microbench.c:384  -      -            
     0.78%  [.] campp_qconv_mac_neon_half_tile_v2         qconv_mac_neon.c:435             -      -            
     0.78%  [.] campp_qconv_neon_weight_columns           arm_neon.h:24026                 -      -            
     0.73%  [.] campp_qconv_neon_weight_columns           qconv_mac_neon.c:126             -      -            
     0.73%  [.] campp_qconv_v4_tile_plan_create           qconv_v4_tile_plan.c:96          -      -            
     0.71%  [.] campp_qconv_neon_weight_columns           arm_neon.h:1605                  -      -            
