# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 8K of event 'cycles:u'
# Event count (approx.): 885800000
#
# Overhead  Symbol                                    Source:Line                                 IPC   [IPC Coverage]
# ........  ........................................  ..........................................  ....................
#
    17.55%  [.] campp_qconv_mac_4x8_intrinsics_raw    arm_neon.h:3969                             -      -            
    11.28%  [.] campp_reference_offset_for_linear     reference_kernel_utils.c:64                 -      -            
     6.64%  [.] campp_qconv_mac_neon_half_tile_v2     arm_neon.h:3969                             -      -            
     4.83%  [.] campp_reference_offset_for_linear     tensor_view.h:117                           -      -            
     4.54%  [.] campp_qconv_mac_4x8_intrinsics_raw    arm_neon.h:1605                             -      -            
     2.63%  [.] campp_qconv_mac_4x8_intrinsics_raw    arm_neon.h:4632                             -      -            
     2.31%  [.] campp_reference_offset_for_linear     reference_kernel_utils.c:62                 -      -            
     2.24%  [.] campp_qconv_mac_4x8_intrinsics_raw    arm_neon.h:4653                             -      -            
     2.02%  [.] campp_qconv_mac_4x8_intrinsics_raw    arm_neon.h:23756                            -      -            
     2.02%  [.] campp_qconv_mac_4x8_intrinsics_raw    qconv_mac_4x8_intrinsics.c:14               -      -            
     1.87%  [.] campp_qconv_mac_4x8_intrinsics_raw    arm_neon.h:12569                            -      -            
     1.87%  [.] campp_qconv_mac_4x8_intrinsics_raw    qconv_mac_4x8_intrinsics.c:98               -      -            
     1.65%  [.] campp_qconv_mac_4x8_intrinsics_raw    arm_neon.h:24037                            -      -            
     1.50%  [.] output_hash                           campp_operator_microbench.c:385             -      -            
     1.31%  [.] output_hash                           campp_operator_microbench.c:418             -      -            
     1.23%  [.] campp_qconv_mac_neon_half_tile_v2     qconv_mac_neon.c:428                        -      -            
     1.17%  [.] output_hash                           campp_operator_microbench.c:386             -      -            
     1.06%  [.] campp_qconv_v4_tile_plan_create       qconv_v4_tile_plan.c:9                      -      -            
     1.04%  [.] campp_qconv_mac_neon_half_tile_v2     qconv_mac_neon.c:437                        -      -            
     1.03%  [.] campp_qconv_mac_4x8_intrinsics_raw    arm_neon.h:23767                            -      -            
     1.00%  [.] campp_qconv_mac_neon_half_tile_v2     qconv_mac_neon.c:435                        -      -            
     0.97%  [.] campp_reference_offset_for_linear     tensor_view.h:116                           -      -            
     0.89%  [.] campp_qconv_mac_neon_half_tile_v2     qconv_mac_neon.c:436                        -      -            
     0.89%  [.] campp_qconv_v4_tile_plan_create       qconv_v4_tile_plan.c:96                     -      -            
     0.86%  [.] output_hash                           campp_operator_microbench.c:384             -      -            
     0.71%  [.] campp_qconv_mac_4x8_try_tile          qconv_mac_4x8.c:128                         -      -            
     0.64%  [.] campp_qconv_mac_neon_half_tile_v2     arm_neon.h:4653                             -      -            
     0.64%  [.] campp_qconv_mac_neon_half_tile_v2     qconv_mac_neon.c:423                        -      -            
     0.62%  [.] campp_qconv_v4_tile_plan_create       qconv_v4_tile_plan.c:83                     -      -            
     0.60%  [.] campp_qconv_mac_4x8_intrinsics_raw    arm_neon.h:3181                             -      -            
     0.54%  [.] campp_qconv_address_input_base        qconv_address_fastpath.c:80                 -      -            
     0.52%  [.] campp_qconv_mac_4x8_try_tile          qconv_mac_4x8.c:68                          -      -            
     0.51%  [.] campp_qconv_neon_weight_columns       arm_neon.h:4632                             -      -            
     0.50%  [.] campp_qconv_mac_neon_half_tile_v2     qconv_mac_neon.c:434                        -      -            
     0.45%  [.] campp_qconv_neon_weight_columns       arm_neon.h:3181                             -      -            
     0.45%  [.] output_hash                           campp_operator_microbench.c:417             -      -            
     0.43%  [.] campp_qconv_neon_weight_columns       qconv_mac_neon.c:152                        -      -            
