# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 8K of event 'cycles:u'
# Event count (approx.): 885700000
#
# Overhead  Symbol                                             Source:Line                                 IPC   [IPC Coverage]
# ........  .................................................  ..........................................  ....................
#
    18.20%  [.] campp_qconv_mac_4x8_intrinsics_raw             arm_neon.h:3969                             -      -            
    10.95%  [.] campp_reference_offset_for_linear              reference_kernel_utils.c:64                 -      -            
     6.56%  [.] campp_qconv_mac_neon_half_tile_v2              arm_neon.h:3969                             -      -            
     5.06%  [.] campp_reference_offset_for_linear              tensor_view.h:117                           -      -            
     4.63%  [.] campp_qconv_mac_4x8_intrinsics_raw             arm_neon.h:1605                             -      -            
     3.58%  [.] campp_qconv_mac_4x8_intrinsics_raw             qconv_mac_4x8_intrinsics.c:98               -      -            
     2.89%  [.] campp_qconv_mac_4x8_intrinsics_raw             arm_neon.h:4632                             -      -            
     2.43%  [.] campp_qconv_mac_4x8_intrinsics_raw             arm_neon.h:23756                            -      -            
     2.34%  [.] campp_reference_offset_for_linear              reference_kernel_utils.c:62                 -      -            
     1.98%  [.] campp_qconv_mac_4x8_intrinsics_raw             qconv_mac_4x8_intrinsics.c:14               -      -            
     1.90%  [.] campp_qconv_mac_4x8_intrinsics_raw             arm_neon.h:4653                             -      -            
     1.67%  [.] campp_qconv_mac_4x8_intrinsics_raw             arm_neon.h:12569                            -      -            
     1.60%  [.] output_hash                                    campp_operator_microbench.c:385             -      -            
     1.59%  [.] campp_qconv_mac_4x8_intrinsics_raw             arm_neon.h:24037                            -      -            
     1.22%  [.] output_hash                                    campp_operator_microbench.c:418             -      -            
     1.21%  [.] output_hash                                    campp_operator_microbench.c:386             -      -            
     1.15%  [.] campp_qconv_v4_tile_plan_create                qconv_v4_tile_plan.c:9                      -      -            
     1.05%  [.] campp_qconv_mac_4x8_intrinsics_raw             arm_neon.h:23767                            -      -            
     1.00%  [.] campp_reference_offset_for_linear              tensor_view.h:116                           -      -            
     0.97%  [.] campp_qconv_mac_neon_half_tile_v2              qconv_mac_neon.c:428                        -      -            
     0.89%  [.] campp_qconv_mac_neon_half_tile_v2              qconv_mac_neon.c:101                        -      -            
     0.88%  [.] campp_qconv_mac_4x8_intrinsics_validated       qconv_mac_4x8.c:126                         -      -            
     0.88%  [.] campp_qconv_mac_neon_half_tile_v2              qconv_mac_neon.c:436                        -      -            
     0.78%  [.] output_hash                                    campp_operator_microbench.c:384             -      -            
     0.77%  [.] campp_qconv_mac_neon_half_tile_v2              qconv_mac_neon.c:435                        -      -            
     0.73%  [.] campp_qconv_mac_neon_half_tile_v2              qconv_mac_neon.c:437                        -      -            
     0.72%  [.] campp_qconv_mac_neon_half_tile_v2              arm_neon.h:4653                             -      -            
