# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 3K of event 'cycles:u'
# Event count (approx.): 389000000
#
# Overhead  Symbol                                        Source:Line                      IPC   [IPC Coverage]
# ........  ............................................  ...............................  ....................
#
    32.98%  [.] campp_qconv_mac_4x8_intrinsics_raw        arm_neon.h:3969                  -      -            
     8.33%  [.] campp_qconv_mac_4x8_intrinsics_raw        arm_neon.h:1605                  -      -            
     7.89%  [.] campp_qconv_mac_4x8_intrinsics_raw        arm_neon.h:4632                  -      -            
     4.99%  [.] campp_qconv_mac_4x8_intrinsics_raw        arm_neon.h:12569                 -      -            
     4.06%  [.] campp_qconv_mac_4x8_intrinsics_raw        arm_neon.h:4653                  -      -            
     4.01%  [.] campp_qconv_mac_4x8_intrinsics_raw        arm_neon.h:23756                 -      -            
     3.93%  [.] campp_qconv_mac_4x8_intrinsics_raw        qconv_mac_4x8_intrinsics.c:14    -      -            
     3.78%  [.] campp_reference_offset_for_linear         reference_kernel_utils.c:64      -      -            
     2.78%  [.] campp_qconv_mac_4x8_intrinsics_raw        arm_neon.h:24037                 -      -            
     2.75%  [.] campp_qconv_mac_4x8_intrinsics_raw        qconv_mac_4x8_intrinsics.c:98    -      -            
     1.80%  [.] campp_qconv_mac_4x8_intrinsics_raw        arm_neon.h:23767                 -      -            
     1.44%  [.] campp_qconv_mac_neon_tile_v2              qconv_mac_neon.c:700             -      -            
     1.39%  [.] campp_reference_offset_for_linear         tensor_view.h:117                -      -            
     1.21%  [.] campp_reference_offset_for_linear         reference_kernel_utils.c:62      -      -            
     1.08%  [.] campp_qconv_mac_neon_tile_v2              arm_neon.h:3969                  -      -            
     0.98%  [.] campp_qconv_mac_4x8_intrinsics_raw        arm_neon.h:3181                  -      -            
     0.93%  [.] output_hash                               campp_operator_microbench.c:385  -      -            
     0.90%  [.] campp_qconv_mac_neon_tile_v2              qconv_mac_neon.c:615             -      -            
