# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 8K of event 'cycles:u'
# Event count (approx.): 884700000
#
# Overhead  Symbol                                    Source:Line                                 IPC   [IPC Coverage]
# ........  ........................................  ..........................................  ....................
#
    17.06%  [.] campp_qconv_mac_4x8_intrinsics_raw    arm_neon.h:3969                             -      -            
    11.57%  [.] campp_reference_offset_for_linear     reference_kernel_utils.c:64                 -      -            
     7.13%  [.] campp_qconv_mac_neon_half_tile_v2     arm_neon.h:3969                             -      -            
     4.65%  [.] campp_reference_offset_for_linear     tensor_view.h:117                           -      -            
     4.60%  [.] campp_qconv_mac_4x8_intrinsics_raw    arm_neon.h:1605                             -      -            
     2.89%  [.] campp_qconv_mac_4x8_intrinsics_raw    arm_neon.h:4632                             -      -            
     2.45%  [.] campp_qconv_mac_4x8_intrinsics_raw    arm_neon.h:23756                            -      -            
     2.36%  [.] campp_reference_offset_for_linear     reference_kernel_utils.c:62                 -      -            
     2.19%  [.] campp_qconv_mac_4x8_intrinsics_raw    qconv_mac_4x8_intrinsics.c:14               -      -            
     2.13%  [.] campp_qconv_mac_4x8_intrinsics_raw    arm_neon.h:4653                             -      -            
     1.75%  [.] campp_qconv_mac_4x8_intrinsics_raw    qconv_mac_4x8_intrinsics.c:98               -      -            
     1.62%  [.] campp_qconv_mac_4x8_intrinsics_raw    arm_neon.h:24037                            -      -            
     1.61%  [.] output_hash                           campp_operator_microbench.c:385             -      -            
     1.59%  [.] campp_qconv_mac_4x8_intrinsics_raw    arm_neon.h:12569                            -      -            
     1.31%  [.] campp_qconv_mac_neon_half_tile_v2     qconv_mac_neon.c:428                        -      -            
     1.22%  [.] campp_qconv_mac_4x8_intrinsics_raw    arm_neon.h:23767                            -      -            
     0.98%  [.] output_hash                           campp_operator_microbench.c:418             -      -            
     0.97%  [.] campp_qconv_mac_neon_half_tile_v2     qconv_mac_neon.c:437                        -      -            
     0.97%  [.] output_hash                           campp_operator_microbench.c:386             -      -            
     0.94%  [.] campp_qconv_v4_tile_plan_create       qconv_v4_tile_plan.c:9                      -      -            
     0.89%  [.] campp_reference_offset_for_linear     tensor_view.h:116                           -      -            
     0.85%  [.] campp_qconv_mac_4x8_try_tile          qconv_mac_4x8.c:128                         -      -            
     0.84%  [.] campp_qconv_mac_neon_half_tile_v2     qconv_mac_neon.c:436                        -      -            
     0.84%  [.] output_hash                           campp_operator_microbench.c:384             -      -            
     0.80%  [.] campp_qconv_mac_neon_half_tile_v2     qconv_mac_neon.c:435                        -      -            
     0.76%  [.] campp_qconv_v4_tile_plan_create       qconv_v4_tile_plan.c:96                     -      -            
     0.72%  [.] campp_qconv_mac_4x8_intrinsics_raw    arm_neon.h:3181                             -      -            
     0.71%  [.] campp_qconv_mac_neon_half_tile_v2     arm_neon.h:4653                             -      -            
     0.64%  [.] campp_qconv_mac_neon_half_tile_v2     qconv_mac_neon.c:423                        -      -            
     0.60%  [.] campp_qconv_mac_4x8_try_tile          qconv_mac_4x8.c:68                          -      -            
     0.54%  [.] campp_qconv_v4_run                    qconv_v4_dispatch.c:42                      -      -            
     0.53%  [.] campp_qconv_address_input_base        qconv_address_fastpath.c:80                 -      -            
