# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 9K of event 'cycles:u'
# Event count (approx.): 988500000
#
# Overhead  Symbol                                                 Source:Line                      IPC   [IPC Coverage]
# ........  .....................................................  ...............................  ....................
#
    36.24%  [.] campp_qconv_mac_neon_half_tile_v2                  arm_neon.h:3969                  -      -            
     5.23%  [.] campp_qconv_mac_neon_half_tile_v2                  qconv_mac_neon.c:427             -      -            
     3.92%  [.] campp_qconv_mac_neon_half_tile_v2                  qconv_mac_neon.c:434             -      -            
     3.89%  [.] campp_qconv_mac_neon_half_tile_v2                  qconv_mac_neon.c:436             -      -            
     3.80%  [.] campp_qconv_mac_neon_half_tile_v2                  qconv_mac_neon.c:435             -      -            
     3.76%  [.] campp_qconv_neon_weight_columns                    qconv_mac_neon.c:125             -      -            
     3.57%  [.] campp_qconv_mac_neon_half_tile_v2                  arm_neon.h:4653                  -      -            
     2.86%  [.] campp_qconv_mac_neon_half_tile_v2                  qconv_mac_neon.c:422             -      -            
     2.61%  [.] campp_qconv_neon_weight_columns                    arm_neon.h:24026                 -      -            
     1.91%  [.] campp_qconv_mac_neon_half_tile_v2                  qconv_mac_neon.c:100             -      -            
     1.90%  [.] campp_qconv_mac_neon_half_tile_v2                  qconv_mac_neon.c:433             -      -            
     1.88%  [.] campp_qconv_neon_weight_columns                    arm_neon.h:1605                  -      -            
     1.85%  [.] campp_qconv_neon_weight_columns                    qconv_mac_neon.c:151             -      -            
     1.82%  [.] campp_qconv_neon_weight_columns                    arm_neon.h:3181                  -      -            
     1.78%  [.] campp_qconv_neon_weight_columns                    arm_neon.h:4632                  -      -            
     1.73%  [.] campp_qconv_mac_neon_half_tile_v2                  qconv_mac_neon.c:101             -      -            
     1.59%  [.] campp_qconv_mac_neon_half_tile_v2                  qconv_mac_neon.c:91              -      -            
     1.55%  [.] campp_qconv_neon_weight_columns                    qconv_mac_neon.c:155             -      -            
     1.39%  [.] campp_reference_offset_for_linear                  reference_kernel_utils.c:64      -      -            
     1.38%  [.] campp_qconv_neon_weight_columns                    arm_neon.h:12597                 -      -            
     1.16%  [.] campp_qconv_mac_neon_half_tile_v2                  qconv_mac_neon.c:341             -      -            
     1.03%  [.] campp_qconv_neon_weight_columns                    arm_neon.h:23767                 -      -            
     0.96%  [.] campp_qconv_neon_weight_columns                    qconv_mac_neon.c:113             -      -            
     0.96%  [.] campp_qconv_neon_weight_columns                    qconv_mac_neon.c:157             -      -            
     0.93%  [.] campp_qconv_neon_weight_columns                    arm_neon.h:24037                 -      -            
     0.79%  [.] campp_qconv_mac_neon_half_tile_v2                  qconv_mac_neon.c:425             -      -            
     0.76%  [.] campp_qconv_mac_neon_half_tile_v2                  arm_neon.h:1605                  -      -            
     0.62%  [.] campp_reference_offset_for_linear                  tensor_view.h:117                -      -            
     0.62%  [.] output_hash                                        campp_operator_microbench.c:339  -      -            
     0.49%  [.] campp_qconv_mac_neon_half_tile_v2                  qconv_mac_neon.c:92              -      -            
     0.47%  [.] campp_qconv_mac_neon_tile_v2                       arm_neon.h:3969                  -      -            
     0.41%  [.] campp_qconv_mac_neon_tile_v2                       qconv_mac_neon.c:699             -      -            
     0.41%  [.] campp_reference_offset_for_linear                  reference_kernel_utils.c:62      -      -            
     0.31%  [.] campp_qconv_mac_neon_tile_v2                       qconv_mac_neon.c:668             -      -            
     0.22%  [.] campp_qconv_mac_neon_tile_v2                       qconv_mac_neon.c:686             -      -            
     0.22%  [.] output_hash                                        campp_operator_microbench.c:340  -      -            
     0.21%  [.] campp_qconv_mac_neon_tile_v2                       qconv_mac_neon.c:614             -      -            
     0.21%  [.] campp_qconv_mac_neon_tile_v2                       qconv_mac_neon.c:663             -      -            
     0.20%  [.] output_hash                                        campp_operator_microbench.c:372  -      -            
     0.19%  [.] campp_reference_offset_for_linear                  tensor_view.h:116                -      -            
     0.11%  [.] campp_qconv_mac_neon_half_tile_v2                  qconv_mac_neon.c:467             -      -            
     0.11%  [.] output_hash                                        campp_operator_microbench.c:338  -      -            
     0.10%  [.] campp_qconv_mac_neon_half_tile_v2                  qconv_mac_neon.c:338             -      -            
     0.10%  [.] campp_qconv_requantize_store_neon_tile             qconv_mac_neon.c:863             -      -            
     0.10%  [.] 0x00000000000a3188                                 libc.so.6[a3188]                 -      -            
     0.09%  [.] campp_qconv_mac_neon_half_tile_v2                  qconv_mac_neon.c:465             -      -            
     0.09%  [.] campp_qconv_mac_neon_tile_v2                       qconv_mac_neon.c:676             -      -            
     0.09%  [.] campp_qconv_requantize_store_neon_tile             qconv_mac_neon.c:745             -      -            
     0.09%  [.] campp_reference_offset_for_linear                  reference_kernel_utils.c:60      -      -            
     0.08%  [.] campp_qconv_mac_neon_tile_v2                       qconv_mac_neon.c:97              -      -            
     0.07%  [.] campp_qconv_address_input_base                     tensor_view.h:116                -      -            
     0.07%  [.] campp_qconv_mac_neon_tile_v2                       qconv_mac_neon.c:674             -      -            
     0.07%  [.] campp_qconv_requantize_store_neon_tile             arm_neon.h:16333                 -      -            
     0.07%  [.] campp_qconv_requantize_store_neon_tile             arm_neon.h:324                   -      -            
     0.07%  [.] campp_qconv_requantize_store_neon_tile             qconv_mac_neon.c:845             -      -            
     0.07%  [.] campp_reference_offset_for_linear                  reference_kernel_utils.c:75      -      -            
     0.07%  [.] output_hash                                        campp_operator_microbench.c:369  -      -            
     0.07%  [.] output_hash                                        campp_operator_microbench.c:371  -      -            
     0.06%  [.] campp_qconv_address_input_base                     tensor_view.h:117                -      -            
     0.06%  [.] campp_qconv_mac_neon_half_tile_v2                  qconv_mac_neon.c:466             -      -            
     0.06%  [.] campp_qconv_mac_neon_tile_v2                       arm_neon.h:4653                  -      -            
     0.06%  [.] campp_qconv_requantize_store_neon_tile             arm_neon.h:996                   -      -            
     0.06%  [.] campp_qconv_requantize_store_neon_tile             qconv_mac_neon.c:755             -      -            
     0.06%  [.] campp_qconv_requantize_store_neon_tile             qconv_mac_neon.c:757             -      -            
     0.06%  [.] campp_reference_read_f32                           reference_kernel_utils.c:151     -      -            
     0.06%  [.] output_hash                                        campp_operator_microbench.c:373  -      -            
     0.05%  [.] campp_qconv_address_input_base                     qconv_address_fastpath.c:80      -      -            
     0.05%  [.] campp_qconv_mac_neon_half_tile_v2                  qconv_mac_neon.c:324             -      -            
     0.05%  [.] campp_qconv_mac_neon_half_tile_v2                  qconv_mac_neon.c:471             -      -            
     0.05%  [.] campp_qconv_mac_neon_tile_v2                       qconv_mac_neon.c:100             -      -            
     0.05%  [.] campp_qconv_mac_neon_tile_v2                       qconv_mac_neon.c:693             -      -            
     0.05%  [.] campp_reference_read_quantized                     reference_kernel_utils.c:186     -      -            
     0.04%  [.] campp_qconv_candidate_run_v2.constprop.1           qconv_candidate.c:581            -      -            
     0.04%  [.] campp_qconv_mac_neon_tile_v2                       qconv_mac_neon.c:101             -      -            
     0.04%  [.] campp_qconv_mac_neon_tile_v2                       qconv_mac_neon.c:666             -      -            
     0.04%  [.] campp_qconv_requantize_store_neon_tile             arm_neon.h:10805                 -      -            
     0.04%  [.] campp_qconv_requantize_store_neon_tile             arm_neon.h:12583                 -      -            
     0.04%  [.] campp_qconv_requantize_store_neon_tile             arm_neon.h:2720                  -      -            
     0.04%  [.] campp_qconv_requantize_store_neon_tile             arm_neon.h:3280                  -      -            
     0.04%  [.] campp_qconv_requantize_store_neon_tile             qconv_mac_neon.c:827             -      -            
     0.04%  [.] campp_reference_offset_for_linear                  reference_kernel_utils.c:77      -      -            
     0.04%  [k] 0xffffc8aca7646b64                                 ??:0                             -      -            
     0.04%  [.] 0x00000000000a4098                                 libc.so.6[a4098]                 -      -            
     0.03%  [.] campp_qconv_address_input_base                     qconv_address_fastpath.c:77      -      -            
     0.03%  [.] campp_qconv_address_input_base                     qconv_address_fastpath.c:78      -      -            
     0.03%  [.] campp_qconv_address_input_base                     qconv_address_fastpath.c:99      -      -            
     0.03%  [.] campp_qconv_candidate_load_parameters.constprop.0  qconv_candidate.c:479            -      -            
     0.03%  [.] campp_qconv_candidate_run_v2.constprop.1           qconv_candidate.c:63             -      -            
     0.03%  [.] campp_qconv_mac_neon_tile_v2                       qconv_mac_neon.c:688             -      -            
     0.03%  [.] campp_qconv_mac_neon_tile_v2                       qconv_mac_neon.c:91              -      -            
     0.03%  [.] campp_qconv_requantize_store_neon_tile             arm_neon.h:10238                 -      -            
     0.03%  [.] campp_qconv_requantize_store_neon_tile             arm_neon.h:10568                 -      -            
     0.03%  [.] campp_qconv_requantize_store_neon_tile             qconv_mac_neon.c:828             -      -            
     0.03%  [.] campp_qconv_requantize_store_neon_tile             qconv_mac_neon.c:839             -      -            
     0.03%  [.] memcpy@plt                                         memcpy@plt+0                     -      -            
     0.03%  [.] 0x00000000000a30b8                                 libc.so.6[a30b8]                 -      -            
     0.03%  [.] 0x00000000000a30e0                                 libc.so.6[a30e0]                 -      -            
     0.02%  [.] campp_qconv_address_input_base                     qconv_address_fastpath.c:79      -      -            
     0.02%  [.] campp_qconv_address_input_base                     qconv_address_fastpath.c:82      -      -            
     0.02%  [.] campp_qconv_address_input_base                     qconv_address_fastpath.c:83      -      -            
     0.02%  [.] campp_qconv_candidate_load_parameters.constprop.0  qconv_candidate.c:428            -      -            
     0.02%  [.] campp_qconv_candidate_load_parameters.constprop.0  qconv_candidate.c:473            -      -            
     0.02%  [.] campp_qconv_candidate_run_v2.constprop.1           qconv_candidate.c:594            -      -            
     0.02%  [.] campp_qconv_candidate_run_v2.constprop.1           qconv_candidate.c:603            -      -            
     0.02%  [.] campp_qconv_candidate_run_v2.constprop.1           qconv_candidate.c:617            -      -            
     0.02%  [.] campp_qconv_mac_neon_half_tile_v2                  qconv_mac_neon.c:460             -      -            
     0.02%  [.] campp_qconv_mac_neon_tile_v2                       qconv_mac_neon.c:571             -      -            
     0.02%  [.] campp_qconv_mac_neon_tile_v2                       qconv_mac_neon.c:576             -      -            
     0.02%  [.] campp_qconv_requantize_store_neon_tile             arm_neon.h:12531                 -      -            
     0.02%  [.] campp_qconv_requantize_store_neon_tile             arm_neon.h:15594                 -      -            
     0.02%  [.] campp_qconv_requantize_store_neon_tile             qconv_mac_neon.c:754             -      -            
