# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 11K of event 'cycles:u'
# Event count (approx.): 1185300000
#
# Overhead  Symbol                                                 Source:Line                      IPC   [IPC Coverage]
# ........  .....................................................  ...............................  ....................
#
     8.93%  [.] campp_qconv_mac_4x8_aarch64_raw                    qconv_mac_4x8_aarch64.S:85       -      -            
     8.70%  [.] campp_reference_offset_for_linear                  reference_kernel_utils.c:64      -      -            
     8.55%  [.] campp_qconv_mac_4x8_aarch64_raw                    qconv_mac_4x8_aarch64.S:96       -      -            
     4.74%  [.] campp_qconv_mac_neon_half_tile_v2                  arm_neon.h:3969                  -      -            
     3.63%  [.] campp_qconv_address_input_base                     tensor_view.h:117                -      -            
     3.63%  [.] campp_reference_offset_for_linear                  tensor_view.h:117                -      -            
     3.32%  [.] campp_qconv_mac_4x8_aarch64_raw                    qconv_mac_4x8_aarch64.S:75       -      -            
     2.62%  [.] campp_qconv_address_input_base                     qconv_address_fastpath.c:80      -      -            
     1.97%  [.] campp_qconv_address_input_base                     qconv_address_fastpath.c:82      -      -            
     1.97%  [.] campp_qconv_mac_4x8_aarch64_raw                    qconv_mac_4x8_aarch64.S:91       -      -            
     1.87%  [.] campp_reference_offset_for_linear                  reference_kernel_utils.c:62      -      -            
     1.81%  [.] campp_qconv_mac_4x8_aarch64_raw                    qconv_mac_4x8_aarch64.S:103      -      -            
     1.71%  [.] campp_qconv_mac_4x8_aarch64_raw                    qconv_mac_4x8_aarch64.S:102      -      -            
     1.71%  [.] campp_qconv_mac_4x8_aarch64_raw                    qconv_mac_4x8_aarch64.S:104      -      -            
     1.63%  [.] campp_qconv_mac_4x8_aarch64_raw                    qconv_mac_4x8_aarch64.S:94       -      -            
     1.60%  [.] campp_qconv_mac_4x8_aarch64_raw                    qconv_mac_4x8_aarch64.S:101      -      -            
     1.59%  [.] campp_qconv_address_input_base                     tensor_view.h:116                -      -            
     1.54%  [.] campp_qconv_mac_4x8_aarch64_raw                    qconv_mac_4x8_aarch64.S:93       -      -            
     1.51%  [.] campp_qconv_mac_4x8_aarch64_raw                    qconv_mac_4x8_aarch64.S:92       -      -            
     1.25%  [.] campp_qconv_address_input_base                     qconv_address_fastpath.c:83      -      -            
     1.10%  [.] output_hash                                        campp_operator_microbench.c:371  -      -            
     1.01%  [.] campp_qconv_address_input_base                     qconv_address_fastpath.c:78      -      -            
     0.96%  [.] campp_qconv_mac_neon_half_tile_v2                  qconv_mac_neon.c:427             -      -            
     0.86%  [.] campp_qconv_candidate_run_v2.constprop.0           qconv_candidate.c:595            -      -            
     0.78%  [.] output_hash                                        campp_operator_microbench.c:404  -      -            
     0.77%  [.] campp_qconv_address_input_base                     qconv_address_fastpath.c:79      -      -            
     0.77%  [.] campp_qconv_address_input_base                     qconv_address_fastpath.c:99      -      -            
     0.74%  [.] output_hash                                        campp_operator_microbench.c:372  -      -            
     0.70%  [.] campp_qconv_mac_neon_half_tile_v2                  qconv_mac_neon.c:100             -      -            
     0.59%  [.] campp_qconv_address_input_base                     qconv_address_fastpath.c:98      -      -            
     0.59%  [.] campp_qconv_mac_neon_half_tile_v2                  qconv_mac_neon.c:434             -      -            
     0.59%  [.] output_hash                                        campp_operator_microbench.c:370  -      -            
     0.58%  [.] campp_qconv_mac_neon_half_tile_v2                  qconv_mac_neon.c:435             -      -            
     0.58%  [.] campp_qconv_mac_neon_half_tile_v2                  qconv_mac_neon.c:436             -      -            
     0.56%  [.] campp_qconv_mac_4x8_aarch64_raw                    qconv_mac_4x8_aarch64.S:71       -      -            
     0.51%  [.] campp_qconv_address_input_base                     qconv_address_fastpath.c:77      -      -            
     0.51%  [.] campp_qconv_candidate_run_v2.constprop.0           qconv_candidate.c:593            -      -            
     0.51%  [.] campp_qconv_mac_4x8_try_tile                       qconv_mac_4x8.c:128              -      -            
     0.47%  [.] campp_qconv_mac_4x8_aarch64_raw                    qconv_mac_4x8_aarch64.S:77       -      -            
     0.47%  [.] campp_reference_offset_for_linear                  tensor_view.h:116                -      -            
     0.46%  [.] campp_qconv_mac_4x8_aarch64_raw                    qconv_mac_4x8_aarch64.S:72       -      -            
     0.46%  [.] campp_qconv_mac_4x8_aarch64_raw                    qconv_mac_4x8_aarch64.S:89       -      -            
     0.46%  [.] campp_qconv_mac_neon_half_tile_v2                  arm_neon.h:4653                  -      -            
     0.46%  [.] campp_qconv_mac_4x8_aarch64_raw                    qconv_mac_4x8_aarch64.S:79       -      -            
     0.46%  [.] campp_qconv_mac_4x8_aarch64_raw                    qconv_mac_4x8_aarch64.S:80       -      -            
     0.45%  [.] campp_qconv_mac_4x8_aarch64_raw                    qconv_mac_4x8_aarch64.S:74       -      -            
     0.44%  [.] campp_qconv_mac_neon_half_tile_v2                  qconv_mac_neon.c:422             -      -            
     0.44%  [.] output_hash                                        campp_operator_microbench.c:403  -      -            
     0.43%  [.] campp_qconv_mac_4x8_try_tile                       qconv_mac_4x8.c:130              -      -            
     0.42%  [.] campp_qconv_mac_4x8_aarch64_raw                    qconv_mac_4x8_aarch64.S:76       -      -            
     0.42%  [.] 0x00000000000a3194                                 libc.so.6[a3194]                 -      -            
     0.41%  [.] campp_qconv_address_input_base                     qconv_address_fastpath.c:86      -      -            
     0.41%  [.] campp_qconv_mac_4x8_aarch64_raw                    qconv_mac_4x8_aarch64.S:78       -      -            
     0.40%  [.] campp_qconv_mac_4x8_aarch64_raw                    qconv_mac_4x8_aarch64.S:73       -      -            
     0.40%  [.] campp_qconv_mac_4x8_aarch64_raw                    qconv_mac_4x8_aarch64.S:97       -      -            
     0.40%  [.] campp_qconv_mac_4x8_aarch64_raw                    qconv_mac_4x8_aarch64.S:99       -      -            
     0.37%  [.] campp_qconv_mac_4x8_aarch64_raw                    qconv_mac_4x8_aarch64.S:82       -      -            
     0.36%  [.] campp_qconv_neon_weight_columns                    arm_neon.h:24026                 -      -            
     0.35%  [.] campp_qconv_requantize_store_neon_tile             qconv_mac_neon.c:863             -      -            
     0.34%  [.] campp_qconv_mac_4x8_aarch64_raw                    qconv_mac_4x8_aarch64.S:107      -      -            
     0.34%  [.] campp_qconv_mac_4x8_try_tile                       qconv_mac_4x8.c:68               -      -            
     0.32%  [.] campp_qconv_neon_weight_columns                    qconv_mac_neon.c:151             -      -            
     0.30%  [.] campp_qconv_requantize_store_neon_tile             arm_neon.h:324                   -      -            
     0.29%  [.] output_hash                                        campp_operator_microbench.c:405  -      -            
     0.28%  [.] campp_qconv_neon_weight_columns                    arm_neon.h:1605                  -      -            
     0.28%  [.] campp_qconv_requantize_store_neon_tile             arm_neon.h:2720                  -      -            
     0.26%  [.] campp_qconv_candidate_run_v2.constprop.0           qconv_candidate.c:583            -      -            
     0.26%  [.] campp_qconv_neon_weight_columns                    arm_neon.h:3181                  -      -            
     0.25%  [.] campp_qconv_mac_4x8_aarch64_raw                    qconv_mac_4x8_aarch64.S:87       -      -            
     0.25%  [.] campp_qconv_neon_weight_columns                    qconv_mac_neon.c:125             -      -            
     0.25%  [.] campp_qconv_neon_weight_columns                    qconv_mac_neon.c:155             -      -            
     0.24%  [.] campp_reference_offset_for_linear                  reference_kernel_utils.c:77      -      -            
     0.24%  [.] campp_qconv_mac_4x8_try_tile                       qconv_mac_4x8.c:133              -      -            
     0.24%  [.] campp_qconv_requantize_store_neon_tile             arm_neon.h:10805                 -      -            
     0.24%  [.] campp_qconv_requantize_store_neon_tile             qconv_mac_neon.c:757             -      -            
     0.23%  [.] campp_qconv_mac_4x8_try_tile                       qconv_mac_4x8.c:61               -      -            
     0.23%  [.] campp_qconv_mac_neon_half_tile_v2                  qconv_mac_neon.c:341             -      -            
     0.23%  [.] campp_reference_offset_for_linear                  reference_kernel_utils.c:60      -      -            
     0.23%  [.] output_hash                                        campp_operator_microbench.c:401  -      -            
     0.22%  [.] campp_qconv_requantize_store_neon_tile             qconv_mac_neon.c:827             -      -            
     0.21%  [.] campp_qconv_mac_neon_half_tile_v2                  qconv_mac_neon.c:433             -      -            
     0.21%  [.] campp_qconv_requantize_store_neon_tile             qconv_mac_neon.c:845             -      -            
     0.20%  [.] campp_qconv_candidate_run_v2.constprop.0           qconv_candidate.c:594            -      -            
     0.19%  [.] campp_qconv_mac_4x8_try_tile                       qconv_mac_4x8.c:129              -      -            
     0.19%  [.] campp_qconv_requantize_store_neon_tile             qconv_mac_neon.c:745             -      -            
     0.18%  [.] campp_qconv_address_input_base                     qconv_address_fastpath.c:73      -      -            
     0.18%  [.] campp_qconv_mac_neon_half_tile_v2                  qconv_mac_neon.c:91              -      -            
     0.18%  [.] campp_qconv_neon_weight_columns                    arm_neon.h:4632                  -      -            
     0.17%  [.] campp_qconv_candidate_run_v2.constprop.0           qconv_candidate.c:587            -      -            
     0.17%  [.] campp_qconv_requantize_store_neon_tile             arm_neon.h:3280                  -      -            
     0.17%  [.] campp_qconv_requantize_store_neon_tile             qconv_mac_neon.c:755             -      -            
     0.16%  [.] campp_qconv_mac_neon_half_tile_v2                  qconv_mac_neon.c:101             -      -            
     0.16%  [.] campp_qconv_requantize_store_neon_tile             arm_neon.h:10568                 -      -            
     0.16%  [.] campp_qconv_requantize_store_neon_tile             arm_neon.h:12531                 -      -            
     0.15%  [.] campp_qconv_requantize_store_neon_tile             arm_neon.h:16333                 -      -            
     0.15%  [.] campp_qconv_requantize_store_neon_tile             qconv_mac_neon.c:756             -      -            
     0.15%  [.] campp_reference_offset_for_linear                  reference_kernel_utils.c:75      -      -            
     0.14%  [.] campp_qconv_requantize_store_neon_tile             qconv_mac_neon.c:754             -      -            
     0.13%  [.] campp_qconv_candidate_run_v2.constprop.0           qconv_candidate.c:68             -      -            
     0.13%  [.] campp_qconv_neon_weight_columns                    arm_neon.h:23767                 -      -            
     0.13%  [.] campp_qconv_neon_weight_columns                    arm_neon.h:12597                 -      -            
     0.13%  [.] campp_qconv_neon_weight_columns                    qconv_mac_neon.c:113             -      -            
     0.12%  [.] campp_qconv_mac_4x8_aarch64_raw                    qconv_mac_4x8_aarch64.S:68       -      -            
     0.12%  [.] campp_qconv_mac_neon_half_tile_v2                  qconv_mac_neon.c:338             -      -            
     0.12%  [.] campp_qconv_mac_neon_half_tile_v2                  qconv_mac_neon.c:425             -      -            
     0.12%  [.] campp_qconv_requantize_store_neon_tile             qconv_mac_neon.c:829             -      -            
     0.12%  [.] campp_qconv_requantize_store_neon_tile             qconv_mac_neon.c:836             -      -            
     0.11%  [.] campp_qconv_mac_neon_half_tile_v2                  arm_neon.h:1605                  -      -            
     0.11%  [.] campp_qconv_requantize_store_neon_tile             qconv_mac_neon.c:839             -      -            
     0.11%  [.] 0x00000000000a4098                                 libc.so.6[a4098]                 -      -            
     0.10%  [.] campp_qconv_mac_4x8_aarch64_raw                    qconv_mac_4x8_aarch64.S:66       -      -            
     0.10%  [.] campp_qconv_mac_neon_half_tile_v2                  qconv_mac_neon.c:92              -      -            
     0.10%  [.] campp_qconv_neon_weight_columns                    arm_neon.h:24037                 -      -            
     0.10%  [.] campp_qconv_requantize_store_neon_tile             arm_neon.h:10238                 -      -            
     0.09%  [.] campp_qconv_mac_4x8_aarch64_raw                    qconv_mac_4x8_aarch64.S:109      -      -            
     0.09%  [.] campp_qconv_neon_weight_columns                    qconv_mac_neon.c:157             -      -            
     0.09%  [.] campp_qconv_requantize_store_neon_tile             qconv_mac_neon.c:828             -      -            
     0.09%  [.] memcpy@plt                                         memcpy@plt+8                     -      -            
     0.09%  [.] 0x00000000000a3080                                 libc.so.6[a3080]                 -      -            
     0.08%  [.] campp_qconv_address_output_tile                    qconv_address_fastpath.c:56      -      -            
     0.08%  [.] campp_qconv_requantize_store_neon_tile             arm_neon.h:15594                 -      -            
     0.08%  [.] 0x00000000000a3084                                 libc.so.6[a3084]                 -      -            
     0.08%  [.] campp_qconv_candidate_run_v2.constprop.0           qconv_candidate.c:611            -      -            
     0.08%  [.] campp_qconv_mac_4x8_aarch64_raw                    qconv_mac_4x8_aarch64.S:113      -      -            
     0.08%  [.] campp_qconv_requantize_store_neon_tile             qconv_mac_neon.c:817             -      -            
     0.07%  [.] campp_qconv_candidate_run_v2.constprop.0           qconv_candidate.c:649            -      -            
     0.07%  [.] campp_qconv_requantize_store_neon_tile             arm_neon.h:12583                 -      -            
     0.07%  [.] campp_qconv_requantize_store_neon_tile             qconv_mac_neon.c:853             -      -            
     0.07%  [.] memcpy@plt                                         memcpy@plt+0                     -      -            
     0.07%  [.] 0x00000000000a30d0                                 libc.so.6[a30d0]                 -      -            
     0.06%  [.] campp_qconv_address_output_tile                    qconv_address_fastpath.c:57      -      -            
     0.06%  [.] campp_qconv_mac_neon_half_tile_v2                  qconv_mac_neon.c:465             -      -            
     0.06%  [.] 0x00000000000a308c                                 libc.so.6[a308c]                 -      -            
     0.05%  [.] campp_qconv_candidate_run_v2.constprop.0           qconv_candidate.c:67             -      -            
     0.05%  [.] campp_qconv_mac_4x8_aarch64_raw                    qconv_mac_4x8_aarch64.S:65       -      -            
     0.05%  [.] campp_qconv_mac_4x8_try_tile                       qconv_mac_4x8.c:66               -      -            
     0.05%  [.] campp_qconv_requantize_store_neon_tile             arm_neon.h:996                   -      -            
     0.05%  [.] 0x00000000000a30dc                                 libc.so.6[a30dc]                 -      -            
     0.05%  [.] 0x00000000000a30e0                                 libc.so.6[a30e0]                 -      -            
     0.04%  [.] campp_qconv_mac_4x8_aarch64_raw                    qconv_mac_4x8_aarch64.S:50       -      -            
     0.04%  [.] campp_qconv_mac_4x8_try_tile                       qconv_mac_4x8.c:119              -      -            
     0.04%  [.] campp_qconv_mac_neon_half_tile_v2                  qconv_mac_neon.c:423             -      -            
     0.04%  [.] campp_qconv_requantize_store_neon_tile             qconv_mac_neon.c:835             -      -            
     0.04%  [.] 0x00000000000a3094                                 libc.so.6[a3094]                 -      -            
     0.04%  [.] 0x00000000000a309c                                 libc.so.6[a309c]                 -      -            
     0.04%  [.] 0x00000000000a3188                                 libc.so.6[a3188]                 -      -            
     0.03%  [.] campp_qconv_candidate_run_v2.constprop.0           qconv_candidate.c:570            -      -            
     0.03%  [.] campp_qconv_mac_4x8_aarch64_raw                    qconv_mac_4x8_aarch64.S:111      -      -            
     0.03%  [.] campp_qconv_mac_4x8_try_tile                       qconv_mac_4x8.c:125              -      -            
     0.03%  [.] campp_qconv_mac_neon_half_tile_v2                  qconv_mac_neon.c:476             -      -            
     0.03%  [.] campp_qconv_mac_neon_half_tile_v2                  qconv_mac_neon.c:87              -      -            
     0.03%  [.] campp_qconv_requantize_store_neon_tile             arm_neon.h:10856                 -      -            
     0.03%  [.] campp_qconv_requantize_store_neon_tile             qconv_mac_neon.c:831             -      -            
     0.03%  [.] campp_qconv_requantize_store_neon_tile             qconv_mac_neon.c:862             -      -            
     0.03%  [.] 0x00000000000a30d8                                 libc.so.6[a30d8]                 -      -            
     0.03%  [.] 0x00000000000a3fc0                                 libc.so.6[a3fc0]                 -      -            
     0.03%  [.] 0x00000000000a4040                                 libc.so.6[a4040]                 -      -            
     0.03%  [.] 0x00000000000a40bc                                 libc.so.6[a40bc]                 -      -            
