case_name,operator_id,input,address_load_control_pct,mac_reduction_pct,requant_write_pct,setup_other_pct,unclassified_pct,address_pct_of_classified_core,mac_pct_of_classified_core,winner
qconv_3x3,2,benchmarks/campplus/features/multi__speaker_0000__98.f32,48.09175809100983,7.852457322439614,1.7135160751253338,0.2839825976034292,42.05828591382179,85.96377254662183,14.036227453378173,address_load_control
qconv_3x3,2,benchmarks/campplus/features/multi__speaker_0005__98.f32,48.27023754407208,7.793724847750988,1.7126678300509277,0.29488229637807617,41.92848748174793,86.09851227909695,13.901487720903049,address_load_control
qconv_3x3,2,benchmarks/campplus/features/multi__speaker_0006__98.f32,48.293942686163106,7.824104582613496,1.6666963506509698,0.2952962758473293,41.91996010472509,86.05777470277955,13.942225297220443,address_load_control
qconv_1x1,825,benchmarks/campplus/features/multi__speaker_0000__98.f32,45.461130396886226,8.485340306268126,1.863456712201133,0.2079858136843845,43.98208677096013,84.27081476198966,15.72918523801034,address_load_control
qconv_1x1,825,benchmarks/campplus/features/multi__speaker_0005__98.f32,45.39313771973521,8.435911439734488,1.8458057507757124,0.20465607576475955,44.12048901398983,84.32832908725004,15.671670912749958,address_load_control
qconv_1x1,825,benchmarks/campplus/features/multi__speaker_0006__98.f32,45.520230779180544,8.406354248448586,1.843947310634432,0.20154073378875526,44.02792692794769,84.41148416102816,15.588515838971848,address_load_control
