# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 5K of event 'cycles:u'
# Event count (approx.): 591600000
#
# Overhead  Symbol                                         Source:Line                      IPC   [IPC Coverage]
# ........  .............................................  ...............................  ....................
#
     0.12%  [.] campp_fused_bn_relu_quant                  bn_relu_quant_conv.c:87          -      -            
     0.12%  [.] 0x00000000000a3188                         libc.so.6[a3188]                 -      -            
     0.07%  [.] campp_fused_bn_relu_quant                  bn_relu_quant_conv.c:126         -      -            
     0.03%  [k] 0xffffc8aca75a2228                         ??:0                             -      -            
     0.02%  [.] campp_fused_bn_relu_quant                  bn_relu_quant_conv.c:63          -      -            
     0.02%  [.] campp_optimization_probe_finish_iteration  stage_probe.c:77                 -      -            
     0.02%  [.] campp_reference_read_quantized             reference_kernel_utils.c:179     -      -            
     0.02%  [.] campp_reference_read_quantized             reference_kernel_utils.c:186     -      -            
     0.02%  [.] campp_reference_read_quantized             tensor_view.h:78                 -      -            
     0.02%  [.] campp_span_read_u16                        binary_section_reader.c:91       -      -            
     0.02%  [.] output_hash                                campp_operator_microbench.c:379  -      -            
     0.02%  [.] restore_input_snapshots                    campp_operator_microbench.c:261  -      -            
     0.02%  [k] 0xffffc8aca7646b64                         ??:0                             -      -            
     0.02%  [.] 0x000000000000e3c8                         ld-linux-aarch64.so.1[e3c8]      -      -            
     0.02%  [.] 0x00000000000a3180                         libc.so.6[a3180]                 -      -            
     0.02%  [.] 0x00000000000a318c                         libc.so.6[a318c]                 -      -            
     0.02%  [.] 0x00000000000a40c0                         libc.so.6[a40c0]                 -      -            


#
# (Tip: To adjust path to source files to local file system use perf report --prefix=... --prefix-strip=...)
#
