# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 1K of event 'cycles:u'
# Event count (approx.): 107200000
#
# Overhead  Symbol                                        Source:Line                      IPC   [IPC Coverage]
# ........  ............................................  ...............................  ....................
#
    29.10%  [.] campp_qconv_mac_4x8_intrinsics_raw        arm_neon.h:3969                  -      -            
     6.81%  [.] campp_reference_offset_for_linear         reference_kernel_utils.c:64      -      -            
     6.62%  [.] campp_qconv_mac_4x8_intrinsics_raw        arm_neon.h:1605                  -      -            
     5.41%  [.] campp_qconv_mac_4x8_intrinsics_raw        arm_neon.h:4632                  -      -            
     4.66%  [.] campp_qconv_mac_4x8_intrinsics_raw        arm_neon.h:4653                  -      -            
     3.82%  [.] campp_qconv_mac_4x8_intrinsics_raw        qconv_mac_4x8_intrinsics.c:14    -      -            
     3.73%  [.] campp_qconv_mac_4x8_intrinsics_raw        arm_neon.h:23756                 -      -            
     2.80%  [.] campp_qconv_mac_4x8_intrinsics_raw        arm_neon.h:12569                 -      -            
     2.80%  [.] campp_reference_offset_for_linear         tensor_view.h:117                -      -            
     2.52%  [.] campp_qconv_mac_4x8_intrinsics_raw        qconv_mac_4x8_intrinsics.c:98    -      -            
     2.33%  [.] campp_qconv_mac_4x8_intrinsics_raw        arm_neon.h:24037                 -      -            
     1.96%  [.] campp_reference_offset_for_linear         reference_kernel_utils.c:62      -      -            
     1.77%  [.] campp_qconv_mac_neon_tile_v2              arm_neon.h:3969                  -      -            
     1.68%  [.] campp_qconv_mac_4x8_intrinsics_raw        arm_neon.h:23767                 -      -            
     1.31%  [.] campp_qconv_mac_neon_tile_v2              qconv_mac_neon.c:700             -      -            
     1.21%  [.] output_hash                               campp_operator_microbench.c:418  -      -            
     1.12%  [.] output_hash                               campp_operator_microbench.c:384  -      -            
     1.03%  [.] campp_qconv_mac_neon_tile_v2              qconv_mac_neon.c:669             -      -            
     0.93%  [.] campp_reference_offset_for_linear         tensor_view.h:116                -      -            
     0.84%  [.] campp_qconv_mac_4x8_intrinsics_raw        arm_neon.h:3181                  -      -            
     0.84%  [.] campp_qconv_mac_neon_tile_v2              qconv_mac_neon.c:615             -      -            
     0.84%  [.] output_hash                               campp_operator_microbench.c:385  -      -            
     0.75%  [.] campp_qconv_mac_4x8_intrinsics_validated  qconv_mac_4x8.c:126              -      -            
     0.65%  [.] campp_qconv_mac_4x8_intrinsics_validated  qconv_mac_4x8.c:127              -      -            
     0.56%  [.] campp_qconv_mac_4x8_intrinsics_validated  qconv_mac_4x8.c:128              -      -            
     0.47%  [.] campp_qconv_mac_neon_tile_v2              qconv_mac_neon.c:664             -      -            
     0.47%  [.] campp_qconv_mac_neon_tile_v2              qconv_mac_neon.c:687             -      -            
     0.47%  [.] campp_qconv_mac_neon_tile_v2              qconv_mac_neon.c:98              -      -            
     0.47%  [.] campp_qconv_neon_weight_columns           arm_neon.h:4632                  -      -            
     0.47%  [.] campp_reference_offset_for_linear         reference_kernel_utils.c:60      -      -            
     0.47%  [.] campp_reference_offset_for_linear         reference_kernel_utils.c:75      -      -            
     0.47%  [.] campp_reference_offset_for_linear         reference_kernel_utils.c:77      -      -            
     0.47%  [.] output_hash                               campp_operator_microbench.c:386  -      -            
     0.37%  [.] campp_qconv_mac_4x8_intrinsics_validated  qconv_mac_4x8.c:131              -      -            
