rank,operator_id,operator_type,kernel_id,kernel_name,fusion_family,fusion_pattern,input_shapes,output_shapes,weight_shapes,call_count,total_exclusive_ms,mean_ms,p50_ms,p95_ms,end_to_end_share_pct,cumulative_end_to_end_share_pct,operator_exclusive_share_pct,cumulative_operator_exclusive_share_pct,in_top_bottleneck_set
1,0,QLINEAR_CONV,3,fused_quant_qlinear_conv_o4i4_combined_hybrid,FUSION_CONV_BIAS_ACT,QuantizeLinear-QLinearConvInputPack,"[[1,1,80,98],[],[],[32,1,3,3],[32],[32],[],[],[32]]","[[1,32,80,98]]","[[],[],[32,1,3,3],[32],[32],[],[],[32]]",300,23848.217382,79.49405793999999,79.41799499999999,80.3149528,23.007640854109283,23.007640854109283,23.240499094439514,23.240499094439514,True
2,10,QLINEAR_CONV,3,fused_quant_qlinear_conv_o4i4_combined_hybrid,FUSION_CONV_BIAS_ACT,QuantizeLinear-QLinearConvInputPack,"[[1,32,40,98],[],[],[32,32,3,3],[32],[32],[],[],[32]]","[[1,32,40,98]]","[[],[],[32,32,3,3],[32],[32],[],[],[32]]",300,5054.29151,16.84763836666667,16.868281,17.19703965,4.876143234161572,27.883784088270854,4.925494236304941,28.165993330744456,True
3,2,QLINEAR_CONV,1,qlinear_conv_o4i4_v4,,,"[[1,32,80,98],[],[],[32,32,3,3],[32],[32],[],[],[32]]","[[1,32,40,98]]","[[],[],[32,32,3,3],[32],[32],[],[],[32]]",300,4745.005844,15.816686146666667,15.741171999999999,16.2165884,4.57775893940825,32.461543027679106,4.624090021245186,32.790083351989644,True
4,6,QLINEAR_CONV,1,qlinear_conv_o4i4_v4,,,"[[1,32,40,98],[],[],[32,32,3,3],[32],[32],[],[],[32]]","[[1,32,40,98]]","[[],[],[32,32,3,3],[32],[32],[],[],[32]]",300,4708.165884,15.69388628,15.6452345,15.97527595,4.542217475021921,37.00376050270103,4.588188844930624,37.378272196920264,True
5,12,QLINEAR_CONV,1,qlinear_conv_o4i4_v4,,,"[[1,32,40,98],[],[],[32,32,3,3],[32],[32],[],[],[32]]","[[1,32,40,98]]","[[],[],[32,32,3,3],[32],[32],[],[],[32]]",300,4704.095683,15.680318943333331,15.6286195,15.9240963,4.538290736125172,41.5420512388262,4.584222363866673,41.962494560786936,True
6,25,QLINEAR_CONV,3,fused_quant_qlinear_conv_o4i4_combined_hybrid,FUSION_CONV_BIAS_ACT,QuantizeLinear-QLinearConvInputPack,"[[1,32,20,98],[],[],[32,32,3,3],[32],[32],[],[],[32]]","[[1,32,20,98]]","[[],[],[32,32,3,3],[32],[32],[],[],[32]]",300,2609.098916,8.696996386666667,8.672656499999999,8.816229349999999,2.5171361804795644,44.05918741930576,2.542611886805767,44.5051064475927,True
7,825,QLINEAR_CONV,1,qlinear_conv_o4i4_v4,,,"[[1,1024,49],[],[],[512,1024,1],[512],[512],[],[],[512]]","[[1,512,49]]","[[],[],[512,1024,1],[512],[512],[],[],[512]]",300,2553.1147339999998,8.510382446666666,8.487448,8.716927,2.4631252692095558,46.52231268851531,2.488054336015578,46.99316078360828,True
8,582,QLINEAR_CONV,1,qlinear_conv_o4i4_v4,,,"[[1,1024,49],[],[],[512,1024,1],[512],[512],[],[]]","[[1,512,49]]","[[],[],[512,1024,1],[512],[512],[],[]]",300,2540.273801,8.467579336666667,8.4565105,8.627222199999999,2.4507369397187873,48.9730496282341,2.475540625368865,49.46870140897715,True
9,27,QLINEAR_CONV,1,qlinear_conv_o4i4_v4,,,"[[1,32,20,98],[],[],[32,32,3,3],[32],[32],[],[],[32]]","[[1,32,20,98]]","[[],[],[32,32,3,3],[32],[32],[],[],[32]]",300,2459.363274,8.19787758,8.1391145,8.3860578,2.3726782606689327,51.345727888903035,2.396691921528493,51.86539333050564,True
10,21,QLINEAR_CONV,1,qlinear_conv_o4i4_v4,,,"[[1,32,20,98],[],[],[32,32,3,3],[32],[32],[],[],[32]]","[[1,32,20,98]]","[[],[],[32,32,3,3],[32],[32],[],[],[32]]",300,2439.370353,8.131234509999999,8.1063285,8.26173445,2.3533900288223135,53.699117917725346,2.377208475241795,54.242601805747434,True
11,17,QLINEAR_CONV,1,qlinear_conv_o4i4_v4,,,"[[1,32,40,98],[],[],[32,32,3,3],[32],[32],[],[],[32]]","[[1,32,20,98]]","[[],[],[32,32,3,3],[32],[32],[],[],[32]]",300,2403.734476,8.012448253333334,7.949661,8.27071375,2.3190102072027723,56.01812812492812,2.3424806985747995,56.58508250432223,True
12,3,QLINEAR_CONV,1,qlinear_conv_o4i4_v4,,,"[[1,32,80,98],[],[],[32,32,1,1],[32],[32],[],[],[32]]","[[1,32,40,98]]","[[],[],[32,32,1,1],[32],[32],[],[],[32]]",300,1697.378964,5.65792988,5.6208855,5.86151615,1.6375515608352356,57.65567968576335,1.6541250712322393,58.23920757555447,True
13,31,QLINEAR_CONV,3,fused_quant_qlinear_conv_o4i4_combined_hybrid,FUSION_CONV_BIAS_ACT,QuantizeLinear-QLinearConvInputPack,"[[1,32,20,98],[],[],[32,32,3,3],[32],[32],[],[],[32]]","[[1,32,10,98]]","[[],[],[32,32,3,3],[32],[32],[],[],[32]]",300,1398.173493,4.66057831,4.640026,4.78490925,1.348892165120884,59.00457185088424,1.3625441800300608,59.60175175558453,True
14,35,QLINEAR_CONV,3,fused_quant_qlinear_conv_o4i4_combined_hybrid,FUSION_CONV_BIAS_ACT,QuantizeLinear-QLinearConvInputPack,"[[1,320,98],[],[],[128,320,5],[128],[128],[],[],[128]]","[[1,128,49]]","[[],[],[128,320,5],[128],[128],[],[],[128]]",300,1356.453382,4.521511273333333,4.5090105000000005,4.62787815,1.3086425600914502,60.31321441097569,1.3218872124091918,60.923638967993725,True
15,18,QLINEAR_CONV,1,qlinear_conv_o4i4_v4,,,"[[1,32,40,98],[],[],[32,32,1,1],[32],[32],[],[],[32]]","[[1,32,20,98]]","[[],[],[32,32,1,1],[32],[32],[],[],[32]]",300,838.859525,2.7961984166666665,2.783515,2.8920102500000002,0.8092922992565461,61.12250671023224,0.8174830730048257,61.74112204099855,True
16,219,QLINEAR_CONV,1,qlinear_conv_o4i4_v4,,,"[[1,512,49],[],[],[256,512,1],[256],[256],[],[]]","[[1,256,49]]","[[],[],[256,512,1],[256],[256],[],[]]",300,663.43536,2.2114512,2.209974,2.24144005,0.6400512981032127,61.762558008335446,0.6465291990728279,62.38765124007138,True
17,810,QLINEAR_CONV,1,qlinear_conv_o4i4_v4,,,"[[1,992,49],[],[],[128,992,1],[128],[128],[],[],[128]]","[[1,128,49]]","[[],[],[128,992,1],[128],[128],[],[],[128]]",300,622.080248,2.0736008266666666,2.077656,2.111101,0.6001538269783637,62.36271183531381,0.6062279292717623,62.99387916934314,True
18,567,QLINEAR_CONV,1,qlinear_conv_o4i4_v4,,,"[[1,992,49],[],[],[128,992,1],[128],[128],[],[],[128]]","[[1,128,49]]","[[],[],[128,992,1],[128],[128],[],[],[128]]",300,619.931979,2.06643993,2.0628905,2.1103227,0.5980812778725625,62.96079311318637,0.6041344040849784,63.59801357342812,True
19,552,QLINEAR_CONV,1,qlinear_conv_o4i4_v4,,,"[[1,960,49],[],[],[128,960,1],[128],[128],[],[],[128]]","[[1,128,49]]","[[],[],[128,960,1],[128],[128],[],[],[128]]",300,601.410044,2.0047001466666665,2.011198,2.04207305,0.5802121842804855,63.54100529746685,0.5860844590220126,64.18409803245014,True
20,795,QLINEAR_CONV,1,qlinear_conv_o4i4_v4,,,"[[1,960,49],[],[],[128,960,1],[128],[128],[],[],[128]]","[[1,128,49]]","[[],[],[128,960,1],[128],[128],[],[],[128]]",300,601.32089,2.0044029666666665,2.0003385,2.0494956,0.5801261726855789,64.12113147015243,0.5859975769115774,64.77009560936172,True
21,780,QLINEAR_CONV,1,qlinear_conv_o4i4_v4,,,"[[1,928,49],[],[],[128,928,1],[128],[128],[],[],[128]]","[[1,128,49]]","[[],[],[128,928,1],[128],[128],[],[],[128]]",300,585.658911,1.95219637,1.950339,1.99436215,0.5650162304150685,64.6861477005675,0.5707347082897339,65.34083031765145,True
22,537,QLINEAR_CONV,1,qlinear_conv_o4i4_v4,,,"[[1,928,49],[],[],[128,928,1],[128],[128],[],[],[128]]","[[1,128,49]]","[[],[],[128,928,1],[128],[128],[],[],[128]]",300,584.556304,1.9485210133333333,1.9469275000000001,1.99102545,0.5639524869304768,65.25010018749798,0.5696601987540919,65.91049051640555,True
23,765,QLINEAR_CONV,1,qlinear_conv_o4i4_v4,,,"[[1,896,49],[],[],[128,896,1],[128],[128],[],[],[128]]","[[1,128,49]]","[[],[],[128,896,1],[128],[128],[],[],[128]]",300,562.938006,1.87646002,1.857161,1.9226223,0.5430961676385988,65.79319635513657,0.5485927945517327,66.45908331095728,True
24,522,QLINEAR_CONV,1,qlinear_conv_o4i4_v4,,,"[[1,896,49],[],[],[128,896,1],[128],[128],[],[],[128]]","[[1,128,49]]","[[],[],[128,896,1],[128],[128],[],[],[128]]",300,562.751352,1.87583784,1.8707815,1.9217947000000002,0.5429160926196909,66.33611244775626,0.5484108970099378,67.00749420796723,True
25,750,QLINEAR_CONV,1,qlinear_conv_o4i4_v4,,,"[[1,864,49],[],[],[128,864,1],[128],[128],[],[],[128]]","[[1,128,49]]","[[],[],[128,864,1],[128],[128],[],[],[128]]",300,546.918335,1.8230611166666666,1.8047395000000002,1.8647184,0.5276411409141619,66.86375358867042,0.532981348907593,67.54047555687482,True
26,507,QLINEAR_CONV,1,qlinear_conv_o4i4_v4,,,"[[1,864,49],[],[],[128,864,1],[128],[128],[],[],[128]]","[[1,128,49]]","[[],[],[128,864,1],[128],[128],[],[],[128]]",300,545.244739,1.8174824633333333,1.7995830000000002,1.8637006,0.5260265340407804,67.3897801227112,0.5313504007449091,68.07182595761974,True
27,735,QLINEAR_CONV,1,qlinear_conv_o4i4_v4,,,"[[1,832,49],[],[],[128,832,1],[128],[128],[],[],[128]]","[[1,128,49]]","[[],[],[128,832,1],[128],[128],[],[],[128]]",300,524.761977,1.74920659,1.7318225,1.79127605,0.5062657265872266,67.89604584929843,0.5113895959565431,68.58321555357628,True
28,492,QLINEAR_CONV,1,qlinear_conv_o4i4_v4,,,"[[1,832,49],[],[],[128,832,1],[128],[128],[],[],[128]]","[[1,128,49]]","[[],[],[128,832,1],[128],[128],[],[],[128]]",300,524.126505,1.7470883499999998,1.7282294999999999,1.7845969499999998,0.505652653026438,68.40169850232488,0.5107703175340105,69.09398587111029,True
29,720,QLINEAR_CONV,1,qlinear_conv_o4i4_v4,,,"[[1,800,49],[],[],[128,800,1],[128],[128],[],[],[128]]","[[1,128,49]]","[[],[],[128,800,1],[128],[128],[],[],[128]]",300,507.946455,1.69315485,1.6736455000000001,1.73156985,0.4900429001699202,68.8917414024948,0.4950025797886809,69.58898845089897,True
30,477,QLINEAR_CONV,1,qlinear_conv_o4i4_v4,,,"[[1,800,49],[],[],[128,800,1],[128],[128],[],[],[128]]","[[1,128,49]]","[[],[],[128,800,1],[128],[128],[],[],[128]]",300,507.187645,1.6906254833333332,1.6726825,1.7342961000000001,0.4893108358953936,69.3810522383902,0.4942631063582197,70.08325155725719,True
31,462,QLINEAR_CONV,1,qlinear_conv_o4i4_v4,,,"[[1,768,49],[],[],[128,768,1],[128],[128],[],[],[128]]","[[1,128,49]]","[[],[],[128,768,1],[128],[128],[],[],[128]]",300,486.393848,1.6213128266666665,1.6024485,1.6593856500000002,0.46924995647174533,69.85030219486194,0.4739991925986441,70.55725074985583,True
32,705,QLINEAR_CONV,1,qlinear_conv_o4i4_v4,,,"[[1,768,49],[],[],[128,768,1],[128],[128],[],[],[128]]","[[1,128,49]]","[[],[],[128,768,1],[128],[128],[],[],[128]]",300,485.178747,1.6172624899999999,1.5964065,1.65335645,0.4680776840556708,70.31837987891761,0.4728150557200753,71.0300658055759,True
33,447,QLINEAR_CONV,1,qlinear_conv_o4i4_v4,,,"[[1,736,49],[],[],[128,736,1],[128],[128],[],[],[128]]","[[1,128,49]]","[[],[],[128,736,1],[128],[128],[],[],[128]]",300,469.025947,1.5634198233333332,1.543333,1.6088090000000002,0.45249422072022005,70.77087409963784,0.4570738735696641,71.48713967914557,True
34,690,QLINEAR_CONV,1,qlinear_conv_o4i4_v4,,,"[[1,736,49],[],[],[128,736,1],[128],[128],[],[],[128]]","[[1,128,49]]","[[],[],[128,736,1],[128],[128],[],[],[128]]",300,468.8175,1.562725,1.544661,1.5981068500000002,0.45229312083773,71.22316722047556,0.4568707383735553,71.94401041751912,True
35,675,QLINEAR_CONV,1,qlinear_conv_o4i4_v4,,,"[[1,704,49],[],[],[128,704,1],[128],[128],[],[],[128]]","[[1,128,49]]","[[],[],[128,704,1],[128],[128],[],[],[128]]",300,449.328536,1.4977617866666666,1.4761194999999998,1.5443932,0.43349108305233547,71.65665830352789,0.43787840687395124,72.38188882439307,True
36,432,QLINEAR_CONV,1,qlinear_conv_o4i4_v4,,,"[[1,704,49],[],[],[128,704,1],[128],[128],[],[],[128]]","[[1,128,49]]","[[],[],[128,704,1],[128],[128],[],[],[128]]",300,448.781603,1.4959386766666667,1.4780465,1.53416465,0.43296342776331764,72.0896217312912,0.43734541123374826,72.81923423562682,True
37,417,QLINEAR_CONV,1,qlinear_conv_o4i4_v4,,,"[[1,672,49],[],[],[128,672,1],[128],[128],[],[],[128]]","[[1,128,49]]","[[],[],[128,672,1],[128],[128],[],[],[128]]",300,429.893641,1.4329788033333333,1.4172135,1.46903345,0.4147412085005033,72.5043629397917,0.4189387665472516,73.23817300217408,True
38,660,QLINEAR_CONV,1,qlinear_conv_o4i4_v4,,,"[[1,672,49],[],[],[128,672,1],[128],[128],[],[],[128]]","[[1,128,49]]","[[],[],[128,672,1],[128],[128],[],[],[128]]",300,429.630159,1.43210053,1.4169010000000002,1.4676170499999999,0.41448701343298866,72.9188499532247,0.41868199879457996,73.65685500096866,True
39,402,QLINEAR_CONV,1,qlinear_conv_o4i4_v4,,,"[[1,640,49],[],[],[128,640,1],[128],[128],[],[],[128]]","[[1,128,49]]","[[],[],[128,640,1],[128],[128],[],[],[128]]",300,410.36849,1.3678949666666667,1.35099,1.4081952500000001,0.39590425919588496,73.31475421242058,0.39991117019211303,74.05676617116077,True
40,645,QLINEAR_CONV,1,qlinear_conv_o4i4_v4,,,"[[1,640,49],[],[],[128,640,1],[128],[128],[],[],[128]]","[[1,128,49]]","[[],[],[128,640,1],[128],[128],[],[],[128]]",300,410.168534,1.3672284466666667,1.351536,1.4088047000000001,0.3957113510316841,73.71046556345226,0.3997163096219291,74.4564824807827,True
41,16,QUANTIZE_LINEAR,1,quantize_linear_stride_optimized,,,"[[1,32,40,98],[],[]]","[[1,32,40,98]]","[[],[]]",300,394.307496,1.31435832,1.2914845,1.48701335,0.3804093659804737,74.09087492943273,0.3842594545718701,74.84074193535457,True
42,630,QLINEAR_CONV,1,qlinear_conv_o4i4_v4,,,"[[1,608,49],[],[],[128,608,1],[128],[128],[],[],[128]]","[[1,128,49]]","[[],[],[128,608,1],[128],[128],[],[],[128]]",300,392.476249,1.3082541633333333,1.291302,1.3429872500000002,0.3786426648213772,74.4695175942541,0.38247487279103987,75.22321680814561,True
43,387,QLINEAR_CONV,1,qlinear_conv_o4i4_v4,,,"[[1,608,49],[],[],[128,608,1],[128],[128],[],[],[128]]","[[1,128,49]]","[[],[],[128,608,1],[128],[128],[],[],[128]]",300,391.47568,1.3049189333333333,1.291042,1.34230415,0.37767736281020337,74.8471949570643,0.381499801046014,75.60471660919163,True
44,372,QLINEAR_CONV,1,qlinear_conv_o4i4_v4,,,"[[1,576,49],[],[],[128,576,1],[128],[128],[],[],[128]]","[[1,128,49]]","[[],[],[128,576,1],[128],[128],[],[],[128]]",300,371.644052,1.2388135066666666,1.224219,1.2755445,0.35854473887996846,75.20573969594427,0.36217353756926735,75.96689014676089,True
45,615,QLINEAR_CONV,1,qlinear_conv_o4i4_v4,,,"[[1,576,49],[],[],[128,576,1],[128],[128],[],[],[128]]","[[1,128,49]]","[[],[],[128,576,1],[128],[128],[],[],[128]]",300,371.602651,1.2386755033333332,1.2234375,1.27834175,0.3585047971382549,75.56424449308253,0.36213319158081897,76.32902333834171,True
46,600,QLINEAR_CONV,1,qlinear_conv_o4i4_v4,,,"[[1,544,49],[],[],[128,544,1],[128],[128],[],[],[128]]","[[1,128,49]]","[[],[],[128,544,1],[128],[128],[],[],[128]]",300,354.032029,1.1801067633333333,1.164792,1.2227133,0.3415534856802993,75.90579797876282,0.34501031744147337,76.67403365578319,True
47,357,QLINEAR_CONV,1,qlinear_conv_o4i4_v4,,,"[[1,544,49],[],[],[128,544,1],[128],[128],[],[],[128]]","[[1,128,49]]","[[],[],[128,544,1],[128],[128],[],[],[128]]",300,353.375584,1.1779186133333333,1.1652865000000001,1.2183980500000002,0.3409201783534433,76.24671815711626,0.3443706004687673,77.01840425625196,True
48,585,QLINEAR_CONV,1,qlinear_conv_o4i4_v4,,,"[[1,512,49],[],[],[128,512,1],[128],[128],[],[],[128]]","[[1,128,49]]","[[],[],[128,512,1],[128],[128],[],[],[128]]",300,336.272553,1.12090851,1.110313,1.1643282,0.3244199767466892,76.57113813386295,0.32770340182239466,77.34610765807435,True
49,342,QLINEAR_CONV,1,qlinear_conv_o4i4_v4,,,"[[1,512,49],[],[],[128,512,1],[128],[128],[],[],[128]]","[[1,128,49]]","[[],[],[128,512,1],[128],[128],[],[],[128]]",300,332.27468700000003,1.10758229,1.0959375,1.1380392,0.32056302326301794,76.89170115712596,0.32380741246334016,77.66991507053768,True
50,204,QLINEAR_CONV,1,qlinear_conv_o4i4_v4,,,"[[1,480,49],[],[],[128,480,1],[128],[128],[],[],[128]]","[[1,128,49]]","[[],[],[128,480,1],[128],[128],[],[],[128]]",300,326.065418,1.0868847266666668,1.0402865000000001,1.27458305,0.3145726119534338,77.2062737690794,0.3177563727457741,77.98767144328346,True
51,327,QLINEAR_CONV,1,qlinear_conv_o4i4_v4,,,"[[1,480,49],[],[],[128,480,1],[128],[128],[],[],[128]]","[[1,128,49]]","[[],[],[128,480,1],[128],[128],[],[],[128]]",300,314.716675,1.0490555833333333,1.0386980000000001,1.0916281,0.3036238773412332,77.50989764642064,0.30669682698645045,78.29436827026991,True
52,189,QLINEAR_CONV,1,qlinear_conv_o4i4_v4,,,"[[1,448,49],[],[],[128,448,1],[128],[128],[],[],[128]]","[[1,128,49]]","[[],[],[128,448,1],[128],[128],[],[],[128]]",300,297.168028,0.9905600933333333,0.972344,1.11405265,0.2866937663319179,77.79659141275256,0.2895953678635575,78.58396363813347,True
53,312,QLINEAR_CONV,1,qlinear_conv_o4i4_v4,,,"[[1,448,49],[],[],[128,448,1],[128],[128],[],[],[128]]","[[1,128,49]]","[[],[],[128,448,1],[128],[128],[],[],[128]]",300,295.825568,0.9860852266666665,0.9744010000000001,1.0176128,0.2853986239300242,78.08199003668258,0.28828711744321917,78.87225075557669,True
54,297,QLINEAR_CONV,1,qlinear_conv_o4i4_v4,,,"[[1,416,49],[],[],[128,416,1],[128],[128],[],[],[128]]","[[1,128,49]]","[[],[],[128,416,1],[128],[128],[],[],[128]]",300,277.711826,0.9257060866666665,0.911771,0.96819525,0.267923335786494,78.34991337246908,0.2706349634979247,79.14288571907461,True
55,174,QLINEAR_CONV,1,qlinear_conv_o4i4_v4,,,"[[1,416,49],[],[],[128,416,1],[128],[128],[],[],[128]]","[[1,128,49]]","[[],[],[128,416,1],[128],[128],[],[],[128]]",300,276.406831,0.9213561033333334,0.91289,0.95309905,0.2666643378582434,78.61657771032732,0.2693632233661596,79.41224894244077,True
56,282,QLINEAR_CONV,1,qlinear_conv_o4i4_v4,,,"[[1,384,49],[],[],[128,384,1],[128],[128],[],[],[128]]","[[1,128,49]]","[[],[],[128,384,1],[128],[128],[],[],[128]]",300,256.537703,0.8551256766666667,0.8472919999999999,0.8858200500000001,0.24749553568800797,78.86407324601532,0.25000041549273616,79.6622493579335,True
57,159,QLINEAR_CONV,1,qlinear_conv_o4i4_v4,,,"[[1,384,49],[],[],[128,384,1],[128],[128],[],[],[128]]","[[1,128,49]]","[[],[],[128,384,1],[128],[128],[],[],[128]]",300,256.353174,0.8545105800000001,0.8484115,0.88809645,0.2473175107693668,79.11139075678469,0.24982058880008642,79.9120699467336,True
58,1,DEQUANTIZE_LINEAR,4,fused_dequant_relu_quant_neon,FUSION_CONV_BIAS_ACT,DequantizeLinear-Relu-QuantizeLinear,"[[1,32,80,98],[],[],[],[]]","[[1,32,80,98]]","[[],[],[],[]]",300,244.321306,0.8144043533333333,0.8109895,0.83234915,0.2357097292184912,79.34710048600317,0.23809532594796773,80.15016527268156,True
59,267,QLINEAR_CONV,1,qlinear_conv_o4i4_v4,,,"[[1,352,49],[],[],[128,352,1],[128],[128],[],[],[128]]","[[1,128,49]]","[[],[],[128,352,1],[128],[128],[],[],[128]]",300,239.470679,0.7982355966666667,0.7879425,0.8355358500000001,0.23103007194492578,79.5781305579481,0.23336830628879393,80.38353357897036,True
60,144,QLINEAR_CONV,1,qlinear_conv_o4i4_v4,,,"[[1,352,49],[],[],[128,352,1],[128],[128],[],[],[128]]","[[1,128,49]]","[[],[],[128,352,1],[128],[128],[],[],[128]]",300,238.526188,0.7950872933333333,0.788229,0.82627605,0.2301188713562252,79.80824942930433,0.23244788352181708,80.61598146249217,True
61,129,QLINEAR_CONV,1,qlinear_conv_o4i4_v4,,,"[[1,320,49],[],[],[128,320,1],[128],[128],[],[],[128]]","[[1,128,49]]","[[],[],[128,320,1],[128],[128],[],[],[128]]",300,219.402133,0.7313404433333333,0.72474,0.7629248,0.21166888064763945,80.01991830995196,0.2138111621354642,80.82979262462764,True
62,252,QLINEAR_CONV,1,qlinear_conv_o4i4_v4,,,"[[1,320,49],[],[],[128,320,1],[128],[128],[],[],[128]]","[[1,128,49]]","[[],[],[128,320,1],[128],[128],[],[],[128]]",300,219.357863,0.7311928766666667,0.725312,0.7666322999999999,0.21162617102937756,80.23154448098134,0.21376802025704073,81.04356064488468,False
63,237,QLINEAR_CONV,1,qlinear_conv_o4i4_v4,,,"[[1,288,49],[],[],[128,288,1],[128],[128],[],[],[128]]","[[1,128,49]]","[[],[],[128,288,1],[128],[128],[],[],[128]]",300,201.839696,0.6727989866666667,0.6653644999999999,0.7127158,0.19472546569353466,80.42626994667488,0.19669626441976662,81.24025690930445,False
64,114,QLINEAR_CONV,1,qlinear_conv_o4i4_v4,,,"[[1,288,49],[],[],[128,288,1],[128],[128],[],[],[128]]","[[1,128,49]]","[[],[],[128,288,1],[128],[128],[],[],[128]]",300,201.095567,0.6703185566666666,0.664323,0.7004299999999999,0.19400756495877997,80.62027751163366,0.1959710978769751,81.43622800718143,False
65,222,QLINEAR_CONV,1,qlinear_conv_o4i4_v4,,,"[[1,256,49],[],[],[128,256,1],[128],[128],[],[],[128]]","[[1,128,49]]","[[],[],[128,256,1],[128],[128],[],[],[128]]",300,185.165156,0.6172171866666667,0.610599,0.651589,0.17863865209307486,80.79891616372673,0.1804466376420986,81.61667464482352,False
66,99,QLINEAR_CONV,1,qlinear_conv_o4i4_v4,,,"[[1,256,49],[],[],[128,256,1],[128],[128],[],[],[128]]","[[1,128,49]]","[[],[],[128,256,1],[128],[128],[],[],[128]]",300,183.453487,0.6115116233333333,0.605964,0.64276265,0.17698731417618568,80.97590347790292,0.17877858668435678,81.79545323150788,False
67,8,ADD,1,add_stride_optimized,,,"[[1,32,40,98],[1,32,40,98]]","[[1,32,40,98]]",[],300,175.361816,0.5845393866666667,0.5856250000000001,0.6452055,0.16918084976437905,81.14508432766729,0.1708931137563072,81.96634634526418,False
68,14,ADD,1,add_stride_optimized,,,"[[1,32,40,98],[1,32,40,98]]","[[1,32,40,98]]",[],300,173.599119,0.57866373,0.579401,0.6441150500000001,0.16748028242800336,81.3125646100953,0.16917533513260213,82.13552168039679,False
69,828,CONCAT,5,fused_statistics_pooling_optimized,FUSION_STATS_POOLING,StatisticsPoolingMeanStd,"[[1,512,49],[],[]]","[[1,1024]]","[[],[]]",300,165.326876,0.5510895866666666,0.5484115,0.5934952,0.15949961062544038,81.47206422072074,0.16111389167664011,82.29663557207343,False
70,84,QLINEAR_CONV,1,qlinear_conv_o4i4_v4,,,"[[1,224,49],[],[],[128,224,1],[128],[128],[],[],[128]]","[[1,128,49]]","[[],[],[128,224,1],[128],[128],[],[],[128]]",300,165.116243,0.5503874766666667,0.5440365,0.5877106,0.15929640179274662,81.63136062251348,0.16090862618583432,82.45754419825926,False
71,69,QLINEAR_CONV,1,qlinear_conv_o4i4_v4,,,"[[1,192,49],[],[],[128,192,1],[128],[128],[],[],[128]]","[[1,128,49]]","[[],[],[128,192,1],[128],[128],[],[],[128]]",300,147.152388,0.49050796,0.4823175,0.5289658,0.14196571759212173,81.77332634010561,0.14340253970679825,82.60094673796605,False
72,829,QLINEAR_CONV,3,fused_quant_qlinear_conv_o4i4_combined_hybrid,FUSION_CONV_BIAS_ACT,QuantizeLinear-QLinearConvInputPack,"[[1,1024,1],[],[],[192,1024,1],[192],[192],[],[]]","[[1,192,1]]","[[],[],[192,1024,1],[192],[192],[],[]]",300,136.418106,0.45472702,0.452344,0.50285625,0.13160978611402574,81.90493612621964,0.13294179678817863,82.73388853475423,False
73,54,QLINEAR_CONV,1,qlinear_conv_o4i4_v4,,,"[[1,160,49],[],[],[128,160,1],[128],[128],[],[],[128]]","[[1,128,49]]","[[],[],[128,160,1],[128],[128],[],[],[128]]",300,127.34292,0.42447640000000003,0.421042,0.4628208,0.1228544725898444,82.02779059880949,0.12409787153219447,82.85798640628643,False
74,588,QLINEAR_CONV,3,fused_quant_qlinear_conv_o4i4_combined_hybrid,FUSION_CONV_BIAS_ACT,QuantizeLinear-QLinearConvInputPack,"[[1,128,49],[],[],[32,128,3],[32],[32],[],[]]","[[1,32,49]]","[[],[],[32,128,3],[32],[32],[],[]]",300,125.87542,0.41958473333333335,0.414167,0.46215065000000005,0.12143869746449314,82.14922929627399,0.12266776747557714,82.980654173762,False
75,4,DEQUANTIZE_LINEAR,4,fused_dequant_relu_quant_neon,FUSION_CONV_BIAS_ACT,DequantizeLinear-Relu-QuantizeLinear,"[[1,32,40,98],[],[],[],[]]","[[1,32,40,98]]","[[],[],[],[]]",300,124.799429,0.4159980966666667,0.410677,0.439721,0.12040063184752425,82.26962992812152,0.12161919569092043,83.10227336945293,False
76,570,QLINEAR_CONV,3,fused_quant_qlinear_conv_o4i4_combined_hybrid,FUSION_CONV_BIAS_ACT,QuantizeLinear-QLinearConvInputPack,"[[1,128,49],[],[],[32,128,3],[32],[32],[],[]]","[[1,32,49]]","[[],[],[32,128,3],[32],[32],[],[]]",300,123.374697,0.41124899,0.40242199999999995,0.45195050000000003,0.11902611728132871,82.38865604540284,0.12023076978782503,83.22250413924075,False
77,783,QLINEAR_CONV,3,fused_quant_qlinear_conv_o4i4_combined_hybrid,FUSION_CONV_BIAS_ACT,QuantizeLinear-QLinearConvInputPack,"[[1,128,49],[],[],[32,128,3],[32],[32],[],[]]","[[1,32,49]]","[[],[],[32,128,3],[32],[32],[],[]]",300,122.882142,0.40960714,0.4027865,0.453698,0.11855092333457068,82.5072069687374,0.11975076644635509,83.34225490568711,False
78,225,QLINEAR_CONV,3,fused_quant_qlinear_conv_o4i4_combined_hybrid,FUSION_CONV_BIAS_ACT,QuantizeLinear-QLinearConvInputPack,"[[1,128,49],[],[],[32,128,3],[32],[32],[],[]]","[[1,32,49]]","[[],[],[32,128,3],[32],[32],[],[]]",300,122.687284,0.40895761333333336,0.40263000000000004,0.44528700000000004,0.11836293348150377,82.62556990221891,0.11956087396508466,83.4618157796522,False
