# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 3K of event 'cycles:u'
# Event count (approx.): 387500000
#
# Overhead  Symbol                                        Source:Line                      IPC   [IPC Coverage]
# ........  ............................................  ...............................  ....................
#
    31.97%  [.] campp_qconv_mac_4x8_intrinsics_raw        arm_neon.h:3969                  -      -            
     8.36%  [.] campp_qconv_mac_4x8_intrinsics_raw        arm_neon.h:4632                  -      -            
     7.61%  [.] campp_qconv_mac_4x8_intrinsics_raw        arm_neon.h:1605                  -      -            
     4.98%  [.] campp_qconv_mac_4x8_intrinsics_raw        arm_neon.h:12569                 -      -            
     4.08%  [.] campp_qconv_mac_4x8_intrinsics_raw        arm_neon.h:23756                 -      -            
     4.03%  [.] campp_qconv_mac_4x8_intrinsics_raw        arm_neon.h:4653                  -      -            
     3.90%  [.] campp_qconv_mac_4x8_intrinsics_raw        qconv_mac_4x8_intrinsics.c:14    -      -            
     3.54%  [.] campp_qconv_mac_4x8_intrinsics_raw        arm_neon.h:24037                 -      -            
     3.25%  [.] campp_reference_offset_for_linear         reference_kernel_utils.c:64      -      -            
     2.43%  [.] campp_qconv_mac_4x8_intrinsics_raw        qconv_mac_4x8_intrinsics.c:98    -      -            
     2.22%  [.] campp_qconv_mac_4x8_intrinsics_raw        arm_neon.h:23767                 -      -            
     1.57%  [.] campp_reference_offset_for_linear         tensor_view.h:117                -      -            
     1.47%  [.] campp_qconv_mac_neon_tile_v2              arm_neon.h:3969                  -      -            
     1.32%  [.] campp_reference_offset_for_linear         reference_kernel_utils.c:62      -      -            
     1.08%  [.] campp_qconv_mac_neon_tile_v2              qconv_mac_neon.c:700             -      -            
     0.90%  [.] campp_qconv_mac_4x8_intrinsics_raw        arm_neon.h:3181                  -      -            
     0.90%  [.] campp_qconv_mac_neon_tile_v2              qconv_mac_neon.c:615             -      -            
     0.90%  [.] output_hash                               campp_operator_microbench.c:385  -      -            
     0.62%  [.] campp_qconv_mac_neon_tile_v2              qconv_mac_neon.c:669             -      -            
     0.59%  [.] output_hash                               campp_operator_microbench.c:386  -      -            
     0.49%  [.] campp_qconv_neon_weight_columns           arm_neon.h:24026                 -      -            
     0.49%  [.] output_hash                               campp_operator_microbench.c:418  -      -            
     0.44%  [.] campp_qconv_mac_neon_tile_v2              qconv_mac_neon.c:687             -      -            
     0.41%  [.] campp_reference_offset_for_linear         tensor_view.h:116                -      -            
