case_name,operator_id,input,v2_input_address_pct,v2_weight_transform_pct,v2_mac_smlal_pct,v2_requant_pct,v2_output_store_pct,setup_other_pct,foreign_symbol_pct,unclassified_pct,classified_core_share_pct,stack_spill_share_of_annotated_pct,winner
qconv_3x3,2,benchmarks/campplus/features/multi__speaker_0000__98.f32,15.259122,5.117190,60.579694,0.505737,1.169177,0.016314,0.000000,17.352765,82.630921,42.857143,v2_mac_smlal
qconv_3x3,2,benchmarks/campplus/features/multi__speaker_0005__98.f32,14.634545,4.959939,61.301575,0.479642,1.144601,0.005450,0.000000,17.474246,82.520303,41.383447,v2_mac_smlal
qconv_3x3,2,benchmarks/campplus/features/multi__speaker_0006__98.f32,15.174102,4.945593,60.674646,0.424374,1.175190,0.000000,0.000000,17.606094,82.393906,50.000000,v2_mac_smlal
qconv_1x1,825,benchmarks/campplus/features/multi__speaker_0000__98.f32,6.573725,8.527526,79.963366,0.213697,0.437570,0.101760,0.000000,4.182355,95.715885,19.307030,v2_mac_smlal
qconv_1x1,825,benchmarks/campplus/features/multi__speaker_0005__98.f32,7.292616,9.358857,78.355110,0.232959,0.405145,0.141801,0.000000,4.213512,95.644688,25.207396,v2_mac_smlal
qconv_1x1,825,benchmarks/campplus/features/multi__speaker_0006__98.f32,7.081437,9.084471,78.877086,0.232676,0.354072,0.101163,0.000000,4.269095,95.629742,18.521852,v2_mac_smlal
