# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 11K of event 'cycles:u'
# Event count (approx.): 1187000000
#
# Overhead  Symbol                                                 Source:Line                      IPC   [IPC Coverage]
# ........  .....................................................  ...............................  ....................
#
     9.28%  [.] campp_qconv_mac_4x8_aarch64_raw                    qconv_mac_4x8_aarch64.S:85       -      -            
     8.86%  [.] campp_qconv_mac_4x8_aarch64_raw                    qconv_mac_4x8_aarch64.S:96       -      -            
     8.50%  [.] campp_reference_offset_for_linear                  reference_kernel_utils.c:64      -      -            
     5.21%  [.] campp_qconv_mac_neon_half_tile_v2                  arm_neon.h:3969                  -      -            
     3.57%  [.] campp_reference_offset_for_linear                  tensor_view.h:117                -      -            
     3.49%  [.] campp_qconv_address_input_base                     tensor_view.h:117                -      -            
     2.98%  [.] campp_qconv_mac_4x8_aarch64_raw                    qconv_mac_4x8_aarch64.S:75       -      -            
     2.72%  [.] campp_qconv_address_input_base                     qconv_address_fastpath.c:80      -      -            
     1.82%  [.] campp_qconv_mac_4x8_aarch64_raw                    qconv_mac_4x8_aarch64.S:92       -      -            
     1.81%  [.] campp_reference_offset_for_linear                  reference_kernel_utils.c:62      -      -            
     1.79%  [.] campp_qconv_address_input_base                     qconv_address_fastpath.c:82      -      -            
     1.64%  [.] campp_qconv_mac_4x8_aarch64_raw                    qconv_mac_4x8_aarch64.S:93       -      -            
     1.63%  [.] campp_qconv_mac_4x8_aarch64_raw                    qconv_mac_4x8_aarch64.S:102      -      -            
     1.63%  [.] campp_qconv_mac_4x8_aarch64_raw                    qconv_mac_4x8_aarch64.S:91       -      -            
     1.63%  [.] campp_qconv_mac_4x8_aarch64_raw                    qconv_mac_4x8_aarch64.S:104      -      -            
     1.52%  [.] campp_qconv_mac_4x8_aarch64_raw                    qconv_mac_4x8_aarch64.S:94       -      -            
     1.49%  [.] campp_qconv_mac_4x8_aarch64_raw                    qconv_mac_4x8_aarch64.S:103      -      -            
     1.47%  [.] campp_qconv_mac_4x8_aarch64_raw                    qconv_mac_4x8_aarch64.S:101      -      -            
     1.29%  [.] campp_qconv_address_input_base                     tensor_view.h:116                -      -            
     1.25%  [.] campp_qconv_address_input_base                     qconv_address_fastpath.c:83      -      -            
     1.22%  [.] output_hash                                        campp_operator_microbench.c:371  -      -            
     1.07%  [.] campp_qconv_candidate_run_v2.constprop.0           qconv_candidate.c:595            -      -            
     0.95%  [.] campp_qconv_address_input_base                     qconv_address_fastpath.c:78      -      -            
     0.85%  [.] output_hash                                        campp_operator_microbench.c:372  -      -            
     0.83%  [.] campp_qconv_mac_neon_half_tile_v2                  qconv_mac_neon.c:427             -      -            
