family,operator_id,weight_shape,incumbent,selected,selection_reason,margin_vs_incumbent_pct,incumbent_mean_ms,selected_mean_ms
fused_quant_qconv,547,64x128x1,combined_hybrid,combined_v5,fastest_bitwise,5.187988208712563,0.2187717,0.20742185
fused_quant_qconv,555,32x128x3,combined_hybrid,combined_hybrid,fastest_bitwise,0.0,0.39929508333333336,0.39929508333333336
fused_quant_qconv,562,64x128x1,combined_hybrid,combined_v5,fastest_bitwise,5.335456689187371,0.21900343333333333,0.2073186
fused_quant_qconv,570,32x128x3,combined_hybrid,combined_hybrid,fastest_bitwise,0.0,0.3951033333333333,0.3951033333333333
fused_quant_qconv,577,64x128x1,combined_hybrid,combined_v5,fastest_bitwise,4.922643466211865,0.21862406666666667,0.20786198333333333
fused_quant_qconv,588,32x128x3,combined_hybrid,combined_hybrid,incumbent_within_margin,0.6954508052921267,0.39777076666666666,0.39777076666666666
fused_quant_qconv,595,64x128x1,combined_hybrid,combined_v5,fastest_bitwise,5.377737299141137,0.21913708333333334,0.20735246666666668
fused_quant_qconv,603,32x128x3,combined_hybrid,combined_hybrid,incumbent_within_margin,0.2040280684864109,0.39567268333333333,0.39567268333333333
fused_quant_qconv,610,64x128x1,combined_hybrid,combined_v5,fastest_bitwise,5.224193183757249,0.21888451666666667,0.20744956666666667
fused_quant_qconv,618,32x128x3,combined_hybrid,combined_hybrid,incumbent_within_margin,0.9011984782064402,0.39906858333333334,0.39906858333333334
fused_quant_qconv,625,64x128x1,combined_hybrid,combined_v5,fastest_bitwise,5.167357489113562,0.21878913333333333,0.20748351666666667
fused_quant_qconv,633,32x128x3,combined_hybrid,combined_fixed,fastest_bitwise,1.1042371506762076,0.39980994999999997,0.3953951
fused_quant_qconv,640,64x128x1,combined_hybrid,combined_v5,fastest_bitwise,4.862372125567696,0.21935418333333334,0.20868836666666668
fused_quant_qconv,648,32x128x3,combined_hybrid,combined_fixed,fastest_bitwise,2.2267678389719614,0.4043618666666667,0.39535766666666666
fused_quant_qconv,655,64x128x1,combined_hybrid,combined_v5,fastest_bitwise,4.756057507468869,0.21942193333333335,0.2089861
fused_quant_qconv,663,32x128x3,combined_hybrid,combined_hybrid,incumbent_within_margin,0.4086105933568971,0.39680811666666665,0.39680811666666665
fused_quant_qconv,670,64x128x1,combined_hybrid,combined_v5,fastest_bitwise,2.0130647776269908,0.21909545000000002,0.21468491666666667
fused_quant_qconv,678,32x128x3,combined_hybrid,combined_hybrid,incumbent_within_margin,0.046338002764166365,0.39510406666666664,0.39510406666666664
fused_quant_qconv,685,64x128x1,combined_hybrid,combined_v5,fastest_bitwise,5.1433570070140835,0.21889756666666665,0.20763888333333333
fused_quant_qconv,693,32x128x3,combined_hybrid,combined_hybrid,fastest_bitwise,0.0,0.39506246666666667,0.39506246666666667
fused_quant_qconv,700,64x128x1,combined_hybrid,combined_v5,fastest_bitwise,5.227158101174758,0.21922396666666666,0.20776478333333334
fused_quant_qconv,708,32x128x3,combined_hybrid,combined_hybrid,incumbent_within_margin,0.1646667251328786,0.39586018333333334,0.39586018333333334
fused_quant_qconv,715,64x128x1,combined_hybrid,combined_v5,fastest_bitwise,5.108816035951451,0.219407,0.2081979
fused_quant_qconv,723,32x128x3,combined_hybrid,combined_hybrid,fastest_bitwise,0.0,0.3948516166666666,0.3948516166666666
fused_quant_qconv,730,64x128x1,combined_hybrid,combined_v5,fastest_bitwise,7.668800284807176,0.22808413333333333,0.21059281666666668
fused_quant_qconv,738,32x128x3,combined_hybrid,combined_hybrid,fastest_bitwise,0.0,0.3976571,0.3976571
