operator_id,weight_shape,profile_mean_ms,execution_path,mac_annotate_symbol,fixed_microkernel_sample_count,mac_spill_mean_pct,mac_spill_max_pct,quantize_spill_mean_pct,quantize_spill_max_pct,spill_gate_ready,next_action
0,32x1x3x3,100.02674735000001,fallback_v2,campp_qconv_mac_neon_tile_v2,0,0.0,0.0,0.0,0.0,False,increase perf samples for the selected MAC symbol
10,32x32x3x3,539.0219902333333,fixed_4x8_intrinsics,campp_qconv_mac_4x8_intrinsics_raw,11536,0.07993606612373279,0.08993704406915164,0.0,0.0,True,spill gate passed
