# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 9K of event 'cycles:u'
# Event count (approx.): 984900000
#
# Overhead  Symbol                                                 Source:Line                      IPC   [IPC Coverage]
# ........  .....................................................  ...............................  ....................
#
    37.00%  [.] campp_qconv_mac_neon_half_tile_v2                  arm_neon.h:3969                  -      -            
     5.26%  [.] campp_qconv_mac_neon_half_tile_v2                  qconv_mac_neon.c:427             -      -            
     4.06%  [.] campp_qconv_mac_neon_half_tile_v2                  qconv_mac_neon.c:434             -      -            
     4.06%  [.] campp_qconv_mac_neon_half_tile_v2                  qconv_mac_neon.c:435             -      -            
     3.97%  [.] campp_qconv_mac_neon_half_tile_v2                  qconv_mac_neon.c:436             -      -            
     3.63%  [.] campp_qconv_mac_neon_half_tile_v2                  arm_neon.h:4653                  -      -            
     3.61%  [.] campp_qconv_neon_weight_columns                    qconv_mac_neon.c:125             -      -            
     2.81%  [.] campp_qconv_mac_neon_half_tile_v2                  qconv_mac_neon.c:422             -      -            
     2.33%  [.] campp_qconv_neon_weight_columns                    arm_neon.h:24026                 -      -            
     1.93%  [.] campp_qconv_mac_neon_half_tile_v2                  qconv_mac_neon.c:433             -      -            
     1.73%  [.] campp_qconv_mac_neon_half_tile_v2                  qconv_mac_neon.c:101             -      -            
     1.72%  [.] campp_qconv_neon_weight_columns                    arm_neon.h:3181                  -      -            
     1.72%  [.] campp_qconv_neon_weight_columns                    qconv_mac_neon.c:151             -      -            
     1.67%  [.] campp_qconv_mac_neon_half_tile_v2                  qconv_mac_neon.c:91              -      -            
     1.61%  [.] campp_qconv_mac_neon_half_tile_v2                  qconv_mac_neon.c:100             -      -            
     1.56%  [.] campp_qconv_neon_weight_columns                    qconv_mac_neon.c:155             -      -            
     1.54%  [.] campp_reference_offset_for_linear                  reference_kernel_utils.c:64      -      -            
     1.52%  [.] campp_qconv_neon_weight_columns                    arm_neon.h:1605                  -      -            
     1.49%  [.] campp_qconv_neon_weight_columns                    arm_neon.h:12597                 -      -            
     1.37%  [.] campp_qconv_neon_weight_columns                    arm_neon.h:4632                  -      -            
     1.12%  [.] campp_qconv_mac_neon_half_tile_v2                  qconv_mac_neon.c:341             -      -            
     1.08%  [.] campp_qconv_neon_weight_columns                    qconv_mac_neon.c:113             -      -            
     0.94%  [.] campp_qconv_mac_neon_half_tile_v2                  qconv_mac_neon.c:425             -      -            
     0.87%  [.] campp_qconv_neon_weight_columns                    arm_neon.h:24037                 -      -            
     0.87%  [.] campp_qconv_neon_weight_columns                    qconv_mac_neon.c:157             -      -            
     0.72%  [.] campp_qconv_mac_neon_half_tile_v2                  arm_neon.h:1605                  -      -            
     0.71%  [.] campp_qconv_neon_weight_columns                    arm_neon.h:23767                 -      -            
     0.67%  [.] campp_reference_offset_for_linear                  tensor_view.h:117                -      -            
