# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 4K of event 'cycles:u'
# Event count (approx.): 439600000
#
# Overhead  Symbol                                             Source:Line                                 IPC   [IPC Coverage]
# ........  .................................................  ..........................................  ....................
#
    18.52%  [.] campp_qconv_mac_4x8_intrinsics_raw             arm_neon.h:3969                             -      -            
    11.49%  [.] campp_reference_offset_for_linear              reference_kernel_utils.c:64                 -      -            
     6.87%  [.] campp_qconv_mac_neon_half_tile_v2              arm_neon.h:3969                             -      -            
     4.71%  [.] campp_qconv_mac_4x8_intrinsics_raw             arm_neon.h:1605                             -      -            
     4.48%  [.] campp_reference_offset_for_linear              tensor_view.h:117                           -      -            
     2.59%  [.] campp_qconv_mac_4x8_intrinsics_raw             arm_neon.h:4632                             -      -            
     2.55%  [.] campp_reference_offset_for_linear              reference_kernel_utils.c:62                 -      -            
     2.18%  [.] campp_qconv_mac_4x8_intrinsics_raw             qconv_mac_4x8_intrinsics.c:14               -      -            
     2.12%  [.] campp_qconv_mac_4x8_intrinsics_raw             arm_neon.h:23756                            -      -            
     2.09%  [.] campp_qconv_mac_4x8_intrinsics_raw             qconv_mac_4x8_intrinsics.c:98               -      -            
     1.82%  [.] campp_qconv_mac_4x8_intrinsics_raw             arm_neon.h:24037                            -      -            
     1.73%  [.] campp_qconv_mac_4x8_intrinsics_raw             arm_neon.h:12569                            -      -            
     1.32%  [.] output_hash                                    campp_operator_microbench.c:385             -      -            
     1.30%  [.] campp_qconv_mac_4x8_intrinsics_raw             arm_neon.h:4653                             -      -            
     1.30%  [.] campp_qconv_v4_tile_plan_create                qconv_v4_tile_plan.c:9                      -      -            
     1.18%  [.] campp_qconv_mac_4x8_intrinsics_raw             arm_neon.h:23767                            -      -            
     1.18%  [.] output_hash                                    campp_operator_microbench.c:418             -      -            
     1.14%  [.] output_hash                                    campp_operator_microbench.c:386             -      -            
     1.09%  [.] campp_qconv_mac_neon_half_tile_v2              qconv_mac_neon.c:436                        -      -            
     1.07%  [.] campp_qconv_mac_neon_half_tile_v2              qconv_mac_neon.c:428                        -      -            
     0.91%  [.] campp_qconv_mac_neon_half_tile_v2              qconv_mac_neon.c:435                        -      -            
