# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 8K of event 'cycles:u'
# Event count (approx.): 873500000
#
# Overhead  Symbol                                             Source:Line                                 IPC   [IPC Coverage]
# ........  .................................................  ..........................................  ....................
#
    18.32%  [.] campp_qconv_mac_4x8_intrinsics_raw             arm_neon.h:3969                             -      -            
    11.85%  [.] campp_reference_offset_for_linear              reference_kernel_utils.c:64                 -      -            
     7.22%  [.] campp_qconv_mac_neon_half_tile_v2              arm_neon.h:3969                             -      -            
     4.76%  [.] campp_reference_offset_for_linear              tensor_view.h:117                           -      -            
     4.00%  [.] campp_qconv_mac_4x8_intrinsics_raw             arm_neon.h:1605                             -      -            
     2.76%  [.] campp_qconv_mac_4x8_intrinsics_raw             arm_neon.h:4632                             -      -            
     2.72%  [.] campp_reference_offset_for_linear              reference_kernel_utils.c:62                 -      -            
     2.22%  [.] campp_qconv_mac_4x8_intrinsics_raw             qconv_mac_4x8_intrinsics.c:14               -      -            
     2.13%  [.] campp_qconv_mac_4x8_intrinsics_raw             arm_neon.h:4653                             -      -            
     2.01%  [.] campp_qconv_mac_4x8_intrinsics_raw             arm_neon.h:23756                            -      -            
     1.79%  [.] campp_qconv_mac_4x8_intrinsics_raw             arm_neon.h:24037                            -      -            
     1.75%  [.] campp_qconv_mac_4x8_intrinsics_raw             arm_neon.h:12569                            -      -            
     1.63%  [.] campp_qconv_mac_4x8_intrinsics_raw             qconv_mac_4x8_intrinsics.c:98               -      -            
     1.37%  [.] output_hash                                    campp_operator_microbench.c:385             -      -            
     1.36%  [.] campp_qconv_mac_neon_half_tile_v2              qconv_mac_neon.c:428                        -      -            
     1.14%  [.] output_hash                                    campp_operator_microbench.c:386             -      -            
     1.05%  [.] campp_qconv_mac_4x8_intrinsics_raw             arm_neon.h:23767                            -      -            
     1.01%  [.] campp_qconv_v4_tile_plan_create                qconv_v4_tile_plan.c:9                      -      -            
     0.94%  [.] campp_qconv_v4_tile_plan_create                qconv_v4_tile_plan.c:96                     -      -            
     0.93%  [.] campp_qconv_mac_neon_half_tile_v2              qconv_mac_neon.c:435                        -      -            
     0.93%  [.] output_hash                                    campp_operator_microbench.c:418             -      -            
     0.89%  [.] campp_qconv_mac_neon_half_tile_v2              qconv_mac_neon.c:436                        -      -            
     0.88%  [.] campp_qconv_mac_neon_half_tile_v2              qconv_mac_neon.c:437                        -      -            
     0.86%  [.] campp_reference_offset_for_linear              tensor_view.h:116                           -      -            
     0.85%  [.] campp_qconv_mac_4x8_intrinsics_raw             arm_neon.h:3181                             -      -            
     0.82%  [.] campp_qconv_mac_neon_half_tile_v2              arm_neon.h:4653                             -      -            
     0.78%  [.] output_hash                                    campp_operator_microbench.c:384             -      -            
     0.70%  [.] campp_qconv_mac_neon_half_tile_v2              qconv_mac_neon.c:423                        -      -            
     0.68%  [.] campp_qconv_mac_4x8_intrinsics_validated       qconv_mac_4x8.c:126                         -      -            
     0.58%  [.] campp_qconv_v4_tile_plan_create                qconv_v4_tile_plan.c:83                     -      -            
     0.55%  [.] campp_qconv_mac_4x8_intrinsics_validated       qconv_mac_4x8.c:128                         -      -            
     0.55%  [.] campp_qconv_neon_weight_columns                arm_neon.h:24026                            -      -            
     0.52%  [.] campp_qconv_mac_neon_half_tile_v2              qconv_mac_neon.c:434                        -      -            
     0.48%  [.] campp_qconv_v4_run                             qconv_v4_dispatch.c:42                      -      -            
     0.48%  [.] output_hash                                    campp_operator_microbench.c:417             -      -            
     0.46%  [.] campp_qconv_address_input_base                 qconv_address_fastpath.c:80                 -      -            
     0.45%  [.] campp_qconv_mac_neon_half_tile_v2              qconv_mac_neon.c:101                        -      -            
     0.44%  [.] campp_qconv_neon_weight_columns                arm_neon.h:1605                             -      -            
     0.41%  [.] campp_qconv_neon_weight_columns                qconv_mac_neon.c:126                        -      -            
     0.40%  [.] campp_qconv_mac_neon_half_tile_v2              qconv_mac_neon.c:102                        -      -            
     0.39%  [.] campp_qconv_neon_weight_columns                qconv_mac_neon.c:152                        -      -            
     0.39%  [.] campp_qconv_neon_weight_columns                qconv_mac_neon.c:156                        -      -            
     0.37%  [.] campp_qconv_neon_weight_columns                arm_neon.h:3181                             -      -            
     0.34%  [.] campp_qconv_neon_weight_columns                arm_neon.h:4632                             -      -            
     0.34%  [.] campp_qconv_v4_tile_plan_create                qconv_v4_tile_plan.c:80                     -      -            
     0.34%  [.] campp_reference_offset_for_linear              reference_kernel_utils.c:75                 -      -            
     0.32%  [.] campp_qconv_mac_neon_half_tile_v2              qconv_mac_neon.c:92                         -      -            
     0.32%  [.] output_hash                                    campp_operator_microbench.c:415             -      -            
     0.30%  [.] campp_qconv_v4_store_channel_packed            qconv_store_channel_packed.c:59             -      -            
     0.30%  [.] campp_reference_offset_for_linear              reference_kernel_utils.c:77                 -      -            
     0.29%  [.] campp_qconv_address_input_base                 qconv_address_fastpath.c:92                 -      -            
     0.27%  [.] 0x00000000000a3188                             libc.so.6[a3188]                            -      -            
     0.26%  [.] campp_qconv_address_input_base                 qconv_address_fastpath.c:83                 -      -            
     0.26%  [.] campp_qconv_mac_4x8_intrinsics_validated       qconv_mac_4x8.c:131                         -      -            
     0.25%  [.] campp_reference_offset_for_linear              reference_kernel_utils.c:60                 -      -            
     0.25%  [.] output_hash                                    campp_operator_microbench.c:419             -      -            
     0.24%  [.] campp_qconv_address_input_base                 qconv_address_fastpath.c:82                 -      -            
     0.24%  [.] campp_qconv_neon_weight_columns                arm_neon.h:24037                            -      -            
     0.24%  [.] campp_qconv_v4_tile_plan_create                qconv_v4_tile_plan.c:10                     -      -            
     0.24%  [.] campp_qconv_v4_tile_plan_create                qconv_v4_tile_plan.c:122                    -      -            
     0.23%  [.] campp_qconv_neon_weight_columns                arm_neon.h:12597                            -      -            
     0.23%  [.] campp_qconv_v4_run                             qconv_v4_dispatch.c:161                     -      -            
     0.21%  [.] campp_qconv_mac_4x8_intrinsics_raw             qconv_mac_4x8_intrinsics.c:94               -      -            
     0.21%  [.] campp_qconv_mac_neon_half_tile_v2              qconv_mac_neon.c:339                        -      -            
     0.19%  [.] campp_qconv_address_input_base                 qconv_address_fastpath.c:77                 -      -            
     0.19%  [.] campp_qconv_mac_4x8_intrinsics_raw             arm_neon.h:22148                            -      -            
     0.19%  [.] campp_qconv_mac_neon_half_tile_v2              qconv_mac_neon.c:342                        -      -            
     0.19%  [.] campp_qconv_mac_neon_half_tile_v2              qconv_mac_neon.c:426                        -      -            
     0.19%  [.] campp_qconv_neon_weight_columns                qconv_mac_neon.c:158                        -      -            
     0.18%  [.] campp_qconv_mac_4x8_intrinsics_validated       qconv_mac_4x8.c:127                         -      -            
     0.18%  [.] campp_qconv_neon_weight_columns                arm_neon.h:23767                            -      -            
     0.18%  [.] campp_qconv_neon_weight_columns                qconv_mac_neon.c:114                        -      -            
     0.18%  [.] campp_qconv_v4_requantize8_validated           arm_neon.h:10238                            -      -            
     0.18%  [.] campp_qconv_v4_store_channel_packed            qconv_store_channel_packed.c:72             -      -            
     0.17%  [.] campp_qconv_address_input_base                 qconv_address_fastpath.c:89                 -      -            
     0.16%  [.] campp_qconv_v4_requantize8_validated           arm_neon.h:10568                            -      -            
     0.16%  [.] campp_qconv_v4_tile_plan_create                qconv_v4_tile_plan.c:78                     -      -            
     0.15%  [.] campp_qconv_address_input_base                 qconv_address_fastpath.c:78                 -      -            
     0.15%  [.] campp_qconv_address_input_base                 qconv_address_fastpath.c:99                 -      -            
     0.15%  [.] campp_qconv_mac_4x8_intrinsics_validated       qconv_mac_4x8.c:154                         -      -            
     0.15%  [.] campp_qconv_v4_requantize8_validated           arm_neon.h:16333                            -      -            
     0.14%  [.] campp_qconv_address_input_base                 qconv_address_fastpath.c:79                 -      -            
     0.14%  [.] campp_qconv_mac_4x8_intrinsics_raw             qconv_mac_4x8_intrinsics.c:107              -      -            
     0.14%  [.] campp_qconv_v4_requantize8_validated           arm_neon.h:10805                            -      -            
     0.13%  [.] campp_qconv_mac_neon_half_tile_v2              arm_neon.h:1605                             -      -            
     0.13%  [.] campp_qconv_mac_neon_half_tile_v2              qconv_mac_neon.c:93                         -      -            
     0.13%  [.] campp_qconv_v4_store_channel_packed            qconv_store_channel_packed.c:71             -      -            
     0.11%  [.] campp_qconv_v4_requantize8_validated           arm_neon.h:22062                            -      -            
     0.11%  [.] campp_qconv_v4_requantize8_validated           arm_neon.h:996                              -      -            
     0.11%  [.] campp_qconv_v4_store_channel_packed            qconv_store_channel_packed.c:80             -      -            
     0.10%  [.] campp_qconv_address_output_tile                qconv_address_fastpath.c:56                 -      -            
     0.10%  [.] campp_qconv_mac_4x8_intrinsics_raw             qconv_mac_4x8_intrinsics.c:83               -      -            
     0.10%  [.] campp_qconv_mac_neon_half_tile_v2              qconv_mac_neon.c:345                        -      -            
     0.10%  [.] campp_qconv_mac_neon_half_tile_v2              qconv_mac_neon.c:466                        -      -            
     0.10%  [.] campp_qconv_v4_requantize8_validated           qconv_requant_neon8.c:67                    -      -            
     0.10%  [.] campp_qconv_v4_run                             qconv_v4_dispatch.c:159                     -      -            
     0.09%  [.] campp_qconv_mac_neon_half_tile_v2              qconv_mac_neon.c:472                        -      -            
     0.09%  [.] campp_qconv_v4_requantize8_validated           arm_neon.h:15594                            -      -            
     0.09%  [.] campp_qconv_v4_store_channel_packed            qconv_store_channel_packed.c:55             -      -            
     0.09%  [.] campp_qconv_v4_tile_plan_create                qconv_v4_tile_plan.c:121                    -      -            
     0.09%  [.] 0x00000000000a4098                             libc.so.6[a4098]                            -      -            
     0.08%  [.] campp_qconv_mac_neon_half_tile_v2              qconv_mac_neon.c:424                        -      -            
     0.08%  [.] campp_qconv_mac_neon_half_tile_v2              qconv_mac_neon.c:468                        -      -            
     0.08%  [.] campp_qconv_v4_requantize8_validated           arm_neon.h:12531                            -      -            
     0.08%  [.] campp_qconv_v4_requantize8_validated           arm_neon.h:18480                            -      -            
     0.08%  [.] campp_qconv_v4_requantize8_validated           arm_neon.h:324                              -      -            
     0.08%  [.] campp_qconv_v4_requantize8_validated           qconv_requant_neon8.c:63                    -      -            
     0.08%  [.] campp_qconv_v4_run                             qconv_v4_dispatch.c:108                     -      -            
     0.08%  [.] campp_qconv_v4_store_channel_packed            qconv_store_channel_packed.c:70             -      -            
     0.08%  [.] campp_qconv_v4_store_channel_packed            qconv_store_channel_packed.c:88             -      -            
     0.08%  [.] campp_qconv_v4_store_channel_packed            qconv_store_channel_packed.c:89             -      -            
     0.07%  [.] campp_qconv_address_input_base                 qconv_address_fastpath.c:86                 -      -            
     0.07%  [.] campp_qconv_mac_4x8_intrinsics_raw             qconv_mac_4x8_intrinsics.c:103              -      -            
     0.07%  [.] campp_qconv_mac_4x8_intrinsics_validated       qconv_mac_4x8.c:123                         -      -            
     0.07%  [.] campp_qconv_v4_requantize8_validated           arm_neon.h:18408                            -      -            
     0.07%  [.] campp_qconv_v4_store_channel_packed            qconv_store_channel_packed.c:66             -      -            
     0.07%  [.] campp_qconv_v4_tile_plan_create                qconv_v4_tile_plan.c:114                    -      -            
     0.07%  [.] 0x00000000000a4094                             libc.so.6[a4094]                            -      -            
     0.06%  [.] campp_qconv_address_input_base                 qconv_address_fastpath.c:72                 -      -            
     0.06%  [.] campp_qconv_address_input_base                 qconv_address_fastpath.c:84                 -      -            
     0.06%  [.] campp_qconv_address_output_tile                qconv_address_fastpath.c:66                 -      -            
     0.06%  [.] campp_qconv_v4_requantize8_validated           arm_neon.h:10856                            -      -            
     0.06%  [.] campp_qconv_v4_store_channel_packed            qconv_store_channel_packed.c:60             -      -            
     0.06%  [.] campp_qconv_v4_store_channel_packed            qconv_store_channel_packed.c:67             -      -            
     0.06%  [.] campp_qconv_v4_tile_plan_create                qconv_v4_tile_plan.c:56                     -      -            
     0.06%  [.] 0x00000000000a3080                             libc.so.6[a3080]                            -      -            
     0.06%  [.] 0x00000000000a4090                             libc.so.6[a4090]                            -      -            
     0.05%  [.] campp_qconv_address_output_tile                qconv_address_fastpath.c:53                 -      -            
     0.05%  [.] campp_qconv_v4_requantize8_validated           arm_neon.h:3280                             -      -            
     0.05%  [.] campp_qconv_v4_run                             qconv_v4_dispatch.c:164                     -      -            
     0.05%  [.] campp_qconv_v4_store_channel_packed            qconv_store_channel_packed.c:68             -      -            
     0.05%  [.] campp_qconv_v4_store_channel_packed            qconv_store_channel_packed.c:75             -      -            
     0.05%  [.] campp_qconv_v4_store_channel_packed            qconv_store_channel_packed.c:84             -      -            
     0.05%  [.] campp_qconv_v4_tile_plan_create                qconv_v4_tile_plan.c:128                    -      -            
     0.05%  [.] campp_qconv_v4_tile_plan_create                qconv_v4_tile_plan.c:87                     -      -            
     0.05%  [.] 0x00000000000a3088                             libc.so.6[a3088]                            -      -            
     0.05%  [.] 0x00000000000a30c0                             libc.so.6[a30c0]                            -      -            
     0.05%  [.] 0x00000000000a3194                             libc.so.6[a3194]                            -      -            
     0.03%  [.] campp_qconv_address_input_base                 qconv_address_fastpath.c:93                 -      -            
     0.03%  [.] campp_qconv_address_input_base                 qconv_address_fastpath.c:98                 -      -            
     0.03%  [.] campp_qconv_mac_4x8_intrinsics_raw             qconv_mac_4x8_intrinsics.c:69               -      -            
     0.03%  [.] campp_qconv_mac_4x8_intrinsics_validated       qconv_mac_4x8.c:149                         -      -            
     0.03%  [.] campp_qconv_mac_neon_half_tile_v2              qconv_mac_neon.c:444                        -      -            
     0.03%  [.] campp_qconv_mac_neon_half_tile_v2              qconv_mac_neon.c:461                        -      -            
     0.03%  [.] campp_qconv_mac_neon_half_tile_v2              qconv_mac_neon.c:467                        -      -            
     0.03%  [.] campp_qconv_v4_requantize8_validated           arm_neon.h:12583                            -      -            
     0.03%  [.] campp_qconv_v4_run                             qconv_v4_dispatch.c:122                     -      -            
     0.03%  [.] campp_qconv_v4_run                             qconv_v4_dispatch.c:127                     -      -            
     0.03%  [.] campp_qconv_v4_run                             qconv_v4_dispatch.c:139                     -      -            
     0.03%  [.] campp_qconv_v4_store_channel_packed            qconv_store_channel_packed.c:62             -      -            
     0.03%  [.] campp_qconv_v4_store_channel_packed            qconv_store_channel_packed.c:63             -      -            
     0.03%  [.] campp_qconv_v4_store_channel_packed            qconv_store_channel_packed.c:87             -      -            
     0.03%  [.] campp_qconv_v4_tile_plan_create                qconv_v4_tile_plan.c:117                    -      -            
     0.03%  [.] campp_qconv_v4_tile_plan_create                qconv_v4_tile_plan.c:135                    -      -            
     0.03%  [.] campp_qconv_v4_tile_plan_create                qconv_v4_tile_plan.c:136                    -      -            
     0.03%  [.] campp_qconv_v4_tile_plan_create                qconv_v4_tile_plan.c:48                     -      -            
     0.03%  [.] campp_qconv_v4_tile_plan_create                qconv_v4_tile_plan.c:62                     -      -            
     0.03%  [.] campp_qconv_v4_tile_plan_create                qconv_v4_tile_plan.c:73                     -      -            
     0.03%  [.] memcpy@plt                                     memcpy@plt+0                                -      -            
     0.03%  [.] 0x00000000000a30a0                             libc.so.6[a30a0]                            -      -            
     0.03%  [.] 0x00000000000a30c4                             libc.so.6[a30c4]                            -      -            
