mode,operator_id,weight_shape,baseline_mean_ms,candidate_mean_ms,speedup_ratio,baseline_p50_ms,candidate_p50_ms,p50_speedup_ratio,baseline_p95_ms,candidate_p95_ms,p95_speedup_ratio,bitwise_output_hashes
mac_fixed,2,32x32x3x3,412.32178799999997,22.009462683333332,18.733841617688864,412.366406,22.0188285,18.72789944296991,412.84678099999996,22.4039611,18.427401259860247,True
mac_fixed,3,32x32x1x1,49.242551999999996,5.713709183333333,8.618316127050813,49.230469,5.67987,8.667534468218463,49.3230934,5.933934549999999,8.312038662441939,True
mac_fixed,6,32x32x3x3,407.26119766666665,21.756071133333332,18.719427564413767,407.043281,21.7102345,18.74891222386382,408.23409350000003,22.151015949999998,18.429587808589883,True
mac_fixed,12,32x32x3x3,407.518229,21.704987850000002,18.775326289804855,407.729375,21.6657805,18.819048545239347,408.3673904,21.88606195,18.65878801462499,True
mac_fixed,17,32x32x3x3,204.27593733333333,10.939759483333335,18.67279967576496,204.343594,10.861692000000001,18.81323775338133,204.3512341,11.341458000000001,18.018074404543047,True
mac_fixed,18,32x32x1x1,24.460763666666665,2.8248741666666666,8.659063102810775,24.447864,2.8095049999999997,8.70184035977868,24.5571771,2.8991254499999997,8.47054655741096,True
mac_fixed,21,32x32x3x3,201.334305,11.13478295,18.0815652989446,201.162395,11.0990365,18.124311511183876,201.89495809999997,11.274308,17.907525508439186,True
mac_fixed,27,32x32x3x3,201.709566,11.157444433333334,18.078473722655,201.631094,11.1074475,18.15278388666703,201.92537510000002,11.34671435,17.79593359552583,True
mac_fixed,39,128x128x1,8.248732666666667,0.4650608333333333,17.73688961838326,8.254687,0.46375,17.799864150943396,8.2649065,0.47646584999999997,17.346272560772196,True
mac_fixed,51,32x64x1,1.0510243333333333,0.0874671,12.016224767179125,1.050833,0.087031,12.07423791522561,1.0518185,0.08747665,12.02399154517234,True
mac_fixed,54,128x160x1,10.259062666666667,0.5252422666666666,19.5320584761267,10.229375,0.524271,19.511617083531224,10.311031100000001,0.53396065,19.310469975643336,True
mac_fixed,66,32x64x1,1.0514409999999998,0.08717631666666666,12.061085398002783,1.051562,0.087031,12.082614240902668,1.0519382,0.08776,11.986533728350045,True
mac_fixed,69,128x192x1,12.668437666666668,0.5893611,21.495205005329787,12.322135,0.584479,21.08225445225577,13.295260899999999,0.6079530499999999,21.868894152270478,True
mac_fixed,81,32x64x1,1.0507116666666667,0.08743231666666666,12.017429100872123,1.050729,0.086979,12.080260752595454,1.0507758,0.08874954999999998,11.83978735666829,True
mac_fixed,84,128x224x1,14.429149666666667,0.6564861333333333,21.979367017856283,14.402969,0.6452344999999999,22.322068953225536,14.602562899999999,0.6957213499999999,20.989096999826153,True
mac_fixed,96,32x64x1,1.0540969999999998,0.08714931666666666,12.095298509703365,1.051927,0.086979,12.094034192161327,1.0590523,0.08719840000000001,12.145318033358409,True
mac_fixed,99,128x256x1,16.507257,0.7193976000000001,22.94594393976293,16.471771,0.7087760000000001,23.23974146980146,16.7299117,0.7677082,21.792019024936817,True
mac_fixed,111,32x64x1,1.0626213333333332,0.08767185,12.120439266803805,1.05125,0.086979,12.086250704192967,1.0826095999999998,0.08776525,12.335287599590952,True
mac_fixed,114,128x288x1,18.381545666666668,0.7740217,23.74810120525906,18.285521,0.7665625,23.85392058703628,18.5534591,0.81485225,22.769108264719158,True
mac_fixed,126,32x64x1,1.0526039999999999,0.08698785,12.100586461212684,1.05125,0.086979,12.086250704192967,1.0549993999999998,0.087253,12.091267922019872,True
mac_fixed,129,128x320x1,20.484861,0.8476649166666667,24.166224881117035,20.338646,0.8354165,24.34551627840724,20.7410675,0.9079457500000001,22.843950202971925,True
mac_fixed,141,32x64x1,1.056128,0.08739318333333333,12.084786933229536,1.052343,0.0870055,12.09513191694778,1.0642032,0.08762485,12.144993115537428,True
mac_fixed,144,128x352x1,22.484409999999997,0.9474956999999999,23.730355715598495,22.485,0.8956505,25.10465856938616,22.649531699999997,1.2665076499999997,17.88345431628463,True
mac_fixed,156,32x64x1,1.050434,0.09596778333333332,10.945694101857448,1.050729,0.087083,12.065833744818162,1.0511979,0.09096660000000001,11.555866658751674,True
mac_fixed,159,128x384x1,24.731198333333335,0.9720433333333334,25.44248541731679,24.629063,0.950156,25.92107296065067,25.183641199999997,1.0324452999999996,24.392228043461486,True
mac_fixed,171,32x64x1,1.0500866666666666,0.08827505,11.89562245126643,1.050208,0.086979,12.074270800997942,1.0507704999999998,0.08785635,11.960097363480271,True
mac_fixed,174,128x416x1,27.004497,1.0217561333333334,26.429493417281176,26.469271,1.0144795,26.091479423684756,28.0079902,1.08243175,25.875063439334625,True
mac_fixed,186,32x64x1,1.058368,0.08721703333333333,12.134877323275155,1.050156,0.087031,12.066459077799866,1.0729845,0.08777305,12.224532473236374,True
mac_fixed,189,128x448x1,28.497257,1.0768602333333335,26.463282901430073,28.436198,1.070495,26.56359721437279,28.6348073,1.1037212,25.943877221892627,True
mac_fixed,201,32x64x1,1.0507983333333335,0.0871771,12.053605056067862,1.051093,0.086979,12.0844456707941,1.0511875000000002,0.08782245000000001,11.969462250256058,True
mac_fixed,204,128x480x1,31.428576333333336,1.1353733333333333,27.68127047784576,30.671979,1.133073,27.06972895832837,32.8696197,1.14581245,28.686736385173685,True
mac_fixed,216,32x64x1,1.0501736666666666,0.08723351666666666,12.038648753317483,1.049688,0.087031,12.061081683538049,1.051281,0.0878208,11.970751803672933,True
mac_fixed,219,256x512x1,66.20522566666666,2.4023090166666665,27.558996451892767,64.999323,2.3838805,27.266183434949866,68.3350416,2.5077137,27.249937502833756,True
mac_fixed,222,128x256x1,16.89625,0.7081910166666667,23.85832296987858,16.565573,0.705052,23.4955336627653,17.6597291,0.7152834499999999,24.689134216652157,True
mac_fixed,234,32x64x1,1.0494966666666665,0.08711373333333333,12.04743071509582,1.049479,0.086953,12.069497314641243,1.0497607000000002,0.08766379999999999,11.974848226976247,True
mac_fixed,237,128x288x1,18.617812333333333,0.7683256,24.231669923966262,18.3975,0.7661195000000001,24.01387773056292,19.098609,0.7766505,24.59099556364156,True
