# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 9K of event 'cycles:u'
# Event count (approx.): 982700000
#
# Overhead  Symbol                                                 Source:Line                      IPC   [IPC Coverage]
# ........  .....................................................  ...............................  ....................
#
    36.06%  [.] campp_qconv_mac_neon_half_tile_v2                  arm_neon.h:3969                  -      -            
     5.52%  [.] campp_qconv_mac_neon_half_tile_v2                  qconv_mac_neon.c:427             -      -            
     4.10%  [.] campp_qconv_mac_neon_half_tile_v2                  qconv_mac_neon.c:436             -      -            
     4.03%  [.] campp_qconv_mac_neon_half_tile_v2                  qconv_mac_neon.c:434             -      -            
     4.00%  [.] campp_qconv_mac_neon_half_tile_v2                  qconv_mac_neon.c:435             -      -            
     3.57%  [.] campp_qconv_mac_neon_half_tile_v2                  arm_neon.h:4653                  -      -            
     3.28%  [.] campp_qconv_neon_weight_columns                    qconv_mac_neon.c:125             -      -            
     2.78%  [.] campp_qconv_mac_neon_half_tile_v2                  qconv_mac_neon.c:422             -      -            
     2.77%  [.] campp_qconv_neon_weight_columns                    arm_neon.h:24026                 -      -            
     2.19%  [.] campp_qconv_mac_neon_half_tile_v2                  qconv_mac_neon.c:433             -      -            
     2.01%  [.] campp_qconv_neon_weight_columns                    arm_neon.h:3181                  -      -            
     1.72%  [.] campp_qconv_mac_neon_half_tile_v2                  qconv_mac_neon.c:100             -      -            
     1.69%  [.] campp_qconv_neon_weight_columns                    qconv_mac_neon.c:151             -      -            
     1.66%  [.] campp_qconv_neon_weight_columns                    qconv_mac_neon.c:155             -      -            
     1.65%  [.] campp_qconv_neon_weight_columns                    arm_neon.h:1605                  -      -            
     1.61%  [.] campp_qconv_neon_weight_columns                    arm_neon.h:4632                  -      -            
     1.57%  [.] campp_qconv_mac_neon_half_tile_v2                  qconv_mac_neon.c:101             -      -            
     1.57%  [.] campp_qconv_neon_weight_columns                    arm_neon.h:12597                 -      -            
     1.47%  [.] campp_reference_offset_for_linear                  reference_kernel_utils.c:64      -      -            
     1.39%  [.] campp_qconv_mac_neon_half_tile_v2                  qconv_mac_neon.c:91              -      -            
     1.30%  [.] campp_qconv_mac_neon_half_tile_v2                  qconv_mac_neon.c:341             -      -            
     1.03%  [.] campp_qconv_neon_weight_columns                    qconv_mac_neon.c:157             -      -            
     0.90%  [.] campp_qconv_neon_weight_columns                    arm_neon.h:24037                 -      -            
     0.88%  [.] campp_qconv_neon_weight_columns                    qconv_mac_neon.c:113             -      -            
     0.81%  [.] campp_qconv_neon_weight_columns                    arm_neon.h:23767                 -      -            
     0.77%  [.] campp_qconv_mac_neon_half_tile_v2                  arm_neon.h:1605                  -      -            
     0.67%  [.] campp_qconv_mac_neon_half_tile_v2                  qconv_mac_neon.c:425             -      -            
     0.64%  [.] campp_reference_offset_for_linear                  tensor_view.h:117                -      -            
     0.58%  [.] campp_qconv_mac_neon_tile_v2                       arm_neon.h:3969                  -      -            
     0.52%  [.] campp_qconv_mac_neon_half_tile_v2                  qconv_mac_neon.c:92              -      -            
     0.48%  [.] output_hash                                        campp_operator_microbench.c:339  -      -            
     0.43%  [.] campp_qconv_mac_neon_tile_v2                       qconv_mac_neon.c:699             -      -            
     0.42%  [.] campp_reference_offset_for_linear                  reference_kernel_utils.c:62      -      -            
