# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 8K of event 'cycles:u'
# Event count (approx.): 871400000
#
# Overhead  Symbol                                             Source:Line                                 IPC   [IPC Coverage]
# ........  .................................................  ..........................................  ....................
#
    17.39%  [.] campp_qconv_mac_4x8_intrinsics_raw             arm_neon.h:3969                             -      -            
    11.45%  [.] campp_reference_offset_for_linear              reference_kernel_utils.c:64                 -      -            
     7.07%  [.] campp_qconv_mac_neon_half_tile_v2              arm_neon.h:3969                             -      -            
     4.57%  [.] campp_reference_offset_for_linear              tensor_view.h:117                           -      -            
     4.25%  [.] campp_qconv_mac_4x8_intrinsics_raw             arm_neon.h:1605                             -      -            
     2.80%  [.] campp_qconv_mac_4x8_intrinsics_raw             arm_neon.h:4632                             -      -            
     2.64%  [.] campp_reference_offset_for_linear              reference_kernel_utils.c:62                 -      -            
     2.34%  [.] campp_qconv_mac_4x8_intrinsics_raw             arm_neon.h:23756                            -      -            
     2.20%  [.] campp_qconv_mac_4x8_intrinsics_raw             arm_neon.h:4653                             -      -            
     2.10%  [.] campp_qconv_mac_4x8_intrinsics_raw             qconv_mac_4x8_intrinsics.c:14               -      -            
     1.87%  [.] campp_qconv_mac_4x8_intrinsics_raw             arm_neon.h:12569                            -      -            
     1.87%  [.] campp_qconv_mac_4x8_intrinsics_raw             qconv_mac_4x8_intrinsics.c:98               -      -            
     1.74%  [.] campp_qconv_mac_4x8_intrinsics_raw             arm_neon.h:24037                            -      -            
     1.51%  [.] output_hash                                    campp_operator_microbench.c:385             -      -            
     1.25%  [.] campp_qconv_mac_neon_half_tile_v2              qconv_mac_neon.c:428                        -      -            
     1.23%  [.] output_hash                                    campp_operator_microbench.c:418             -      -            
     1.08%  [.] output_hash                                    campp_operator_microbench.c:386             -      -            
     1.06%  [.] campp_qconv_mac_neon_half_tile_v2              qconv_mac_neon.c:436                        -      -            
     1.03%  [.] campp_qconv_mac_4x8_intrinsics_raw             arm_neon.h:23767                            -      -            
     1.02%  [.] campp_qconv_v4_tile_plan_create                qconv_v4_tile_plan.c:9                      -      -            
     0.95%  [.] campp_reference_offset_for_linear              tensor_view.h:116                           -      -            
     0.93%  [.] campp_qconv_mac_neon_half_tile_v2              qconv_mac_neon.c:437                        -      -            
     0.90%  [.] campp_qconv_v4_tile_plan_create                qconv_v4_tile_plan.c:96                     -      -            
     0.88%  [.] campp_qconv_mac_neon_half_tile_v2              qconv_mac_neon.c:435                        -      -            
     0.73%  [.] campp_qconv_mac_4x8_intrinsics_validated       qconv_mac_4x8.c:126                         -      -            
     0.72%  [.] campp_qconv_mac_neon_half_tile_v2              qconv_mac_neon.c:423                        -      -            
     0.72%  [.] output_hash                                    campp_operator_microbench.c:384             -      -            
     0.70%  [.] campp_qconv_mac_neon_half_tile_v2              arm_neon.h:4653                             -      -            
     0.63%  [.] campp_qconv_v4_tile_plan_create                qconv_v4_tile_plan.c:83                     -      -            
     0.62%  [.] campp_qconv_mac_4x8_intrinsics_validated       qconv_mac_4x8.c:128                         -      -            
     0.62%  [.] output_hash                                    campp_operator_microbench.c:417             -      -            
     0.59%  [.] campp_qconv_neon_weight_columns                arm_neon.h:24026                            -      -            
     0.57%  [.] campp_qconv_address_input_base                 qconv_address_fastpath.c:80                 -      -            
     0.52%  [.] campp_qconv_mac_neon_half_tile_v2              qconv_mac_neon.c:434                        -      -            
     0.47%  [.] campp_qconv_mac_4x8_intrinsics_raw             arm_neon.h:3181                             -      -            
     0.45%  [.] campp_qconv_neon_weight_columns                arm_neon.h:4632                             -      -            
     0.44%  [.] campp_qconv_neon_weight_columns                arm_neon.h:1605                             -      -            
