# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 3K of event 'cycles:u'
# Event count (approx.): 388500000
#
# Overhead  Symbol                                    Source:Line                      IPC   [IPC Coverage]
# ........  ........................................  ...............................  ....................
#
    33.13%  [.] campp_qconv_mac_4x8_intrinsics_raw    arm_neon.h:3969                  -      -            
     8.29%  [.] campp_qconv_mac_4x8_intrinsics_raw    arm_neon.h:1605                  -      -            
     6.54%  [.] campp_qconv_mac_4x8_intrinsics_raw    arm_neon.h:4632                  -      -            
     4.48%  [.] campp_qconv_mac_4x8_intrinsics_raw    arm_neon.h:4653                  -      -            
     4.27%  [.] campp_qconv_mac_4x8_intrinsics_raw    qconv_mac_4x8_intrinsics.c:14    -      -            
     4.17%  [.] campp_qconv_mac_4x8_intrinsics_raw    arm_neon.h:12569                 -      -            
     4.17%  [.] campp_qconv_mac_4x8_intrinsics_raw    arm_neon.h:23756                 -      -            
     3.55%  [.] campp_reference_offset_for_linear     reference_kernel_utils.c:64      -      -            
     2.93%  [.] campp_qconv_mac_4x8_intrinsics_raw    arm_neon.h:24037                 -      -            
     2.78%  [.] campp_qconv_mac_4x8_intrinsics_raw    qconv_mac_4x8_intrinsics.c:98    -      -            
     2.01%  [.] campp_qconv_mac_4x8_intrinsics_raw    arm_neon.h:23767                 -      -            
     1.78%  [.] campp_reference_offset_for_linear     tensor_view.h:117                -      -            
     1.47%  [.] output_hash                           campp_operator_microbench.c:385  -      -            
     1.31%  [.] campp_qconv_mac_neon_tile_v2          arm_neon.h:3969                  -      -            
     0.90%  [.] campp_qconv_mac_4x8_intrinsics_raw    arm_neon.h:3181                  -      -            
     0.90%  [.] campp_reference_offset_for_linear     reference_kernel_utils.c:62      -      -            
     0.85%  [.] campp_qconv_mac_neon_tile_v2          qconv_mac_neon.c:615             -      -            
     0.85%  [.] campp_qconv_mac_neon_tile_v2          qconv_mac_neon.c:700             -      -            
     0.69%  [.] campp_qconv_mac_neon_tile_v2          qconv_mac_neon.c:669             -      -            
     0.62%  [.] campp_qconv_neon_weight_columns       arm_neon.h:24026                 -      -            
     0.57%  [.] output_hash                           campp_operator_microbench.c:386  -      -            
     0.54%  [.] campp_qconv_mac_neon_tile_v2          qconv_mac_neon.c:664             -      -            
     0.44%  [.] output_hash                           campp_operator_microbench.c:384  -      -            
     0.44%  [.] output_hash                           campp_operator_microbench.c:418  -      -            
     0.41%  [.] campp_qconv_neon_weight_columns       arm_neon.h:1605                  -      -            
     0.41%  [.] campp_qconv_neon_weight_columns       qconv_mac_neon.c:126             -      -            
     0.41%  [.] campp_reference_offset_for_linear     tensor_view.h:116                -      -            
     0.39%  [.] campp_qconv_mac_neon_tile_v2          qconv_mac_neon.c:687             -      -            
     0.39%  [.] campp_qconv_neon_weight_columns       arm_neon.h:12597                 -      -            
     0.36%  [.] campp_qconv_mac_4x8_try_tile          qconv_mac_4x8.c:128              -      -            
     0.36%  [.] campp_qconv_neon_weight_columns       arm_neon.h:4632                  -      -            
     0.33%  [.] campp_qconv_neon_weight_columns       qconv_mac_neon.c:156             -      -            
     0.28%  [.] campp_reference_read_f32              reference_kernel_utils.c:151     -      -            
     0.26%  [.] campp_qconv_neon_weight_columns       arm_neon.h:23767                 -      -            
     0.26%  [.] campp_qconv_neon_weight_columns       qconv_mac_neon.c:152             -      -            
     0.26%  [.] campp_qconv_v4_store_channel_packed   qconv_store_channel_packed.c:59  -      -            
     0.23%  [.] campp_qconv_mac_4x8_try_tile          qconv_mac_4x8.c:130              -      -            
     0.23%  [.] campp_qconv_mac_neon_tile_v2          qconv_mac_neon.c:677             -      -            
     0.23%  [.] campp_qconv_mac_neon_tile_v2          qconv_mac_neon.c:694             -      -            
     0.23%  [.] campp_qconv_neon_weight_columns       arm_neon.h:3181                  -      -            
     0.23%  [.] campp_qconv_neon_weight_columns       qconv_mac_neon.c:158             -      -            
     0.21%  [.] campp_qconv_mac_neon_tile_v2          qconv_mac_neon.c:98              -      -            
     0.21%  [.] campp_qconv_neon_weight_columns       arm_neon.h:24037                 -      -            
     0.21%  [.] 0x00000000000a3188                    libc.so.6[a3188]                 -      -            
     0.18%  [.] campp_qconv_mac_4x8_try_tile          qconv_mac_4x8.c:129              -      -            
     0.18%  [.] campp_qconv_neon_weight_columns       qconv_mac_neon.c:114             -      -            
     0.15%  [.] campp_qconv_mac_neon_tile_v2          qconv_mac_neon.c:101             -      -            
     0.15%  [.] campp_qconv_v4_run                    qconv_v4_dispatch.c:154          -      -            
     0.15%  [.] campp_qconv_v4_run                    qconv_v4_dispatch.c:42           -      -            
     0.15%  [.] campp_reference_offset_for_linear     reference_kernel_utils.c:60      -      -            
     0.15%  [.] output_hash                           campp_operator_microbench.c:415  -      -            
     0.15%  [.] output_hash                           campp_operator_microbench.c:417  -      -            
     0.15%  [.] output_hash                           campp_operator_microbench.c:419  -      -            
     0.15%  [.] 0x00000000000a4098                    libc.so.6[a4098]                 -      -            
     0.13%  [.] campp_qconv_mac_4x8_intrinsics_raw    arm_neon.h:22148                 -      -            
     0.13%  [.] campp_qconv_mac_neon_tile_v2          qconv_mac_neon.c:675             -      -            
     0.13%  [.] campp_reference_offset_for_linear     reference_kernel_utils.c:75      -      -            
     0.13%  [.] campp_reference_offset_for_linear     reference_kernel_utils.c:77      -      -            
     0.13%  [.] campp_reference_read_quantized        reference_kernel_utils.c:186     -      -            
     0.10%  [.] campp_qconv_mac_4x8_try_tile          qconv_mac_4x8.c:133              -      -            
     0.10%  [.] campp_qconv_mac_neon_tile_v2          qconv_mac_neon.c:689             -      -            
     0.10%  [.] campp_qconv_v4_requantize8_validated  arm_neon.h:10568                 -      -            
     0.10%  [.] campp_qconv_v4_requantize8_validated  arm_neon.h:16333                 -      -            
     0.10%  [.] campp_qconv_v4_requantize8_validated  arm_neon.h:18480                 -      -            
     0.10%  [.] campp_qconv_v4_requantize8_validated  arm_neon.h:324                   -      -            
     0.10%  [.] 0x00000000000a3080                    libc.so.6[a3080]                 -      -            
     0.08%  [.] campp_qconv_mac_4x8_try_tile          qconv_mac_4x8.c:61               -      -            
     0.08%  [.] campp_qconv_mac_neon_tile_v2          arm_neon.h:4653                  -      -            
     0.08%  [.] campp_qconv_mac_neon_tile_v2          qconv_mac_neon.c:667             -      -            
     0.08%  [.] campp_qconv_mac_neon_tile_v2          qconv_mac_neon.c:683             -      -            
     0.08%  [.] campp_qconv_v4_run                    qconv_v4_dispatch.c:103          -      -            
     0.08%  [.] campp_qconv_v4_store_channel_packed   qconv_store_channel_packed.c:85  -      -            
     0.08%  [.] memset@plt                            memset@plt+8                     -      -            
     0.05%  [.] campp_qconv_address_output_tile       qconv_address_fastpath.c:46      -      -            
     0.05%  [.] campp_qconv_mac_4x8_intrinsics_raw    qconv_mac_4x8_intrinsics.c:143   -      -            
     0.05%  [.] campp_qconv_mac_4x8_try_tile          qconv_mac_4x8.c:125              -      -            
     0.05%  [.] campp_qconv_mac_neon_tile_v2          qconv_mac_neon.c:102             -      -            
     0.05%  [.] campp_qconv_mac_neon_tile_v2          qconv_mac_neon.c:678             -      -            
     0.05%  [.] campp_qconv_mac_neon_tile_v2          qconv_mac_neon.c:92              -      -            
     0.05%  [.] campp_qconv_v4_parameters_load        qconv_v4_parameters.c:39         -      -            
     0.05%  [.] campp_qconv_v4_requantize8_validated  arm_neon.h:10238                 -      -            
     0.05%  [.] campp_qconv_v4_requantize8_validated  arm_neon.h:10805                 -      -            
     0.05%  [.] campp_qconv_v4_requantize8_validated  arm_neon.h:12531                 -      -            
     0.05%  [.] campp_qconv_v4_requantize8_validated  qconv_requant_neon8.c:50         -      -            
     0.05%  [.] campp_qconv_v4_requantize8_validated  qconv_requant_neon8.c:67         -      -            
     0.05%  [.] campp_qconv_v4_run                    qconv_v4_dispatch.c:117          -      -            
     0.05%  [.] campp_qconv_v4_store_channel_packed   qconv_store_channel_packed.c:60  -      -            
     0.05%  [.] campp_qconv_v4_store_channel_packed   qconv_store_channel_packed.c:66  -      -            
     0.05%  [.] campp_qconv_v4_store_channel_packed   qconv_store_channel_packed.c:87  -      -            
     0.05%  [.] campp_qconv_v4_store_channel_packed   qconv_store_channel_packed.c:89  -      -            
     0.05%  [.] campp_qconv_v4_tile_plan_create       qconv_v4_tile_plan.c:26          -      -            
     0.05%  [.] 0x00000000000a3084                    libc.so.6[a3084]                 -      -            
     0.05%  [.] 0x00000000000a30a0                    libc.so.6[a30a0]                 -      -            
     0.05%  [.] 0x00000000000a30c8                    libc.so.6[a30c8]                 -      -            
     0.05%  [.] 0x00000000000a318c                    libc.so.6[a318c]                 -      -            
     0.03%  [.] campp_qconv_address_input_base        qconv_address_fastpath.c:80      -      -            
     0.03%  [.] campp_qconv_address_input_base        qconv_address_fastpath.c:89      -      -            
     0.03%  [.] campp_qconv_address_plan_create       qconv_address_fastpath.c:14      -      -            
     0.03%  [.] campp_qconv_mac_4x8_intrinsics_raw    qconv_mac_4x8_intrinsics.c:136   -      -            
     0.03%  [.] campp_qconv_mac_4x8_intrinsics_raw    qconv_mac_4x8_intrinsics.c:141   -      -            
     0.03%  [.] campp_qconv_mac_4x8_intrinsics_raw    qconv_mac_4x8_intrinsics.c:145   -      -            
     0.03%  [.] campp_qconv_mac_4x8_intrinsics_raw    qconv_mac_4x8_intrinsics.c:74    -      -            
     0.03%  [.] campp_qconv_mac_4x8_intrinsics_raw    qconv_mac_4x8_intrinsics.c:80    -      -            
     0.03%  [.] campp_qconv_mac_4x8_intrinsics_raw    qconv_mac_4x8_intrinsics.c:81    -      -            
     0.03%  [.] campp_qconv_mac_4x8_intrinsics_raw    qconv_mac_4x8_intrinsics.c:83    -      -            
     0.03%  [.] campp_qconv_mac_4x8_intrinsics_raw    qconv_mac_4x8_intrinsics.c:94    -      -            
     0.03%  [.] campp_qconv_mac_4x8_try_tile          qconv_mac_4x8.c:113              -      -            
     0.03%  [.] campp_qconv_mac_4x8_try_tile          qconv_mac_4x8.c:118              -      -            
     0.03%  [.] campp_qconv_mac_4x8_try_tile          qconv_mac_4x8.c:121              -      -            
     0.03%  [.] campp_qconv_mac_4x8_try_tile          qconv_mac_4x8.c:138              -      -            
     0.03%  [.] campp_qconv_mac_4x8_try_tile          qconv_mac_4x8.c:44               -      -            
     0.03%  [.] campp_qconv_mac_4x8_try_tile          qconv_mac_4x8.c:50               -      -            
     0.03%  [.] campp_qconv_mac_4x8_try_tile          qconv_mac_4x8.c:86               -      -            
     0.03%  [.] campp_qconv_mac_neon_tile_v2          qconv_mac_neon.c:612             -      -            
     0.03%  [.] campp_qconv_mac_neon_tile_v2          qconv_mac_neon.c:719             -      -            
     0.03%  [.] campp_qconv_mac_neon_tile_v2          qconv_mac_neon.c:724             -      -            
     0.03%  [.] campp_qconv_mac_neon_tile_v2          qconv_mac_neon.c:88              -      -            
     0.03%  [.] campp_qconv_v4_parameters_load        qconv_v4_parameters.c:23         -      -            
     0.03%  [.] campp_qconv_v4_parameters_load        qconv_v4_parameters.c:42         -      -            
     0.03%  [.] campp_qconv_v4_parameters_load        qconv_v4_parameters.c:47         -      -            
     0.03%  [.] campp_qconv_v4_requantize8_validated  arm_neon.h:12583                 -      -            
     0.03%  [.] campp_qconv_v4_requantize8_validated  arm_neon.h:15594                 -      -            
