# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 4K of event 'cycles:u'
# Event count (approx.): 483900000
#
# Overhead  Symbol                                                 Source:Line                      IPC   [IPC Coverage]
# ........  .....................................................  ...............................  ....................
#
    18.93%  [.] campp_qconv_mac_4x8_aarch64_raw                    qconv_mac_4x8_aarch64.S:96       -      -            
    18.08%  [.] campp_qconv_mac_4x8_aarch64_raw                    qconv_mac_4x8_aarch64.S:85       -      -            
     3.53%  [.] campp_qconv_mac_4x8_aarch64_raw                    qconv_mac_4x8_aarch64.S:94       -      -            
     3.51%  [.] campp_qconv_mac_4x8_aarch64_raw                    qconv_mac_4x8_aarch64.S:101      -      -            
     3.37%  [.] campp_qconv_mac_4x8_aarch64_raw                    qconv_mac_4x8_aarch64.S:104      -      -            
     3.35%  [.] campp_qconv_mac_4x8_aarch64_raw                    qconv_mac_4x8_aarch64.S:92       -      -            
     3.22%  [.] campp_qconv_mac_4x8_aarch64_raw                    qconv_mac_4x8_aarch64.S:91       -      -            
     3.10%  [.] campp_qconv_mac_4x8_aarch64_raw                    qconv_mac_4x8_aarch64.S:102      -      -            
     3.06%  [.] campp_reference_offset_for_linear                  reference_kernel_utils.c:64      -      -            
     2.83%  [.] campp_qconv_mac_4x8_aarch64_raw                    qconv_mac_4x8_aarch64.S:103      -      -            
     2.79%  [.] campp_qconv_mac_4x8_aarch64_raw                    qconv_mac_4x8_aarch64.S:93       -      -            
     1.14%  [.] campp_qconv_mac_4x8_aarch64_raw                    qconv_mac_4x8_aarch64.S:75       -      -            
     1.14%  [.] campp_qconv_mac_4x8_aarch64_raw                    qconv_mac_4x8_aarch64.S:99       -      -            
     1.14%  [.] campp_reference_offset_for_linear                  tensor_view.h:117                -      -            
     1.12%  [.] campp_qconv_mac_neon_tile_v2                       qconv_mac_neon.c:699             -      -            
     1.10%  [.] campp_qconv_mac_neon_tile_v2                       arm_neon.h:3969                  -      -            
     1.05%  [.] campp_qconv_mac_4x8_aarch64_raw                    qconv_mac_4x8_aarch64.S:72       -      -            
     1.03%  [.] output_hash                                        campp_operator_microbench.c:371  -      -            
     0.99%  [.] campp_reference_offset_for_linear                  reference_kernel_utils.c:62      -      -            
     0.95%  [.] campp_qconv_mac_4x8_aarch64_raw                    qconv_mac_4x8_aarch64.S:73       -      -            
     0.95%  [.] campp_qconv_mac_4x8_aarch64_raw                    qconv_mac_4x8_aarch64.S:78       -      -            
     0.93%  [.] campp_qconv_mac_4x8_aarch64_raw                    qconv_mac_4x8_aarch64.S:76       -      -            
     0.91%  [.] campp_qconv_mac_4x8_aarch64_raw                    qconv_mac_4x8_aarch64.S:71       -      -            
     0.91%  [.] campp_qconv_mac_4x8_aarch64_raw                    qconv_mac_4x8_aarch64.S:74       -      -            
     0.91%  [.] campp_qconv_mac_4x8_aarch64_raw                    qconv_mac_4x8_aarch64.S:77       -      -            
     0.91%  [.] campp_qconv_mac_4x8_aarch64_raw                    qconv_mac_4x8_aarch64.S:82       -      -            
     0.89%  [.] campp_qconv_mac_4x8_aarch64_raw                    qconv_mac_4x8_aarch64.S:80       -      -            
     0.87%  [.] campp_qconv_mac_4x8_aarch64_raw                    qconv_mac_4x8_aarch64.S:89       -      -            
     0.87%  [.] campp_qconv_mac_4x8_aarch64_raw                    qconv_mac_4x8_aarch64.S:97       -      -            
     0.74%  [.] campp_qconv_mac_4x8_aarch64_raw                    qconv_mac_4x8_aarch64.S:79       -      -            
     0.70%  [.] campp_qconv_mac_4x8_aarch64_raw                    qconv_mac_4x8_aarch64.S:87       -      -            
     0.64%  [.] campp_qconv_mac_neon_tile_v2                       qconv_mac_neon.c:614             -      -            
     0.60%  [.] campp_qconv_mac_4x8_aarch64_raw                    qconv_mac_4x8_aarch64.S:107      -      -            
     0.56%  [.] output_hash                                        campp_operator_microbench.c:404  -      -            
     0.45%  [.] campp_qconv_mac_neon_tile_v2                       qconv_mac_neon.c:668             -      -            
     0.41%  [.] campp_qconv_mac_neon_tile_v2                       qconv_mac_neon.c:663             -      -            
     0.41%  [.] campp_qconv_neon_weight_columns                    arm_neon.h:12597                 -      -            
     0.39%  [.] campp_qconv_neon_weight_columns                    arm_neon.h:24026                 -      -            
     0.37%  [.] campp_qconv_neon_weight_columns                    qconv_mac_neon.c:155             -      -            
     0.33%  [.] campp_qconv_requantize_store_neon_tile             qconv_mac_neon.c:845             -      -            
     0.31%  [.] campp_qconv_neon_weight_columns                    qconv_mac_neon.c:125             -      -            
     0.29%  [.] campp_qconv_mac_neon_tile_v2                       qconv_mac_neon.c:686             -      -            
     0.29%  [.] output_hash                                        campp_operator_microbench.c:370  -      -            
     0.27%  [.] campp_qconv_mac_neon_tile_v2                       arm_neon.h:4653                  -      -            
     0.27%  [.] campp_reference_offset_for_linear                  tensor_view.h:116                -      -            
     0.27%  [.] output_hash                                        campp_operator_microbench.c:372  -      -            
     0.25%  [.] campp_qconv_neon_weight_columns                    arm_neon.h:4632                  -      -            
     0.25%  [.] campp_qconv_neon_weight_columns                    qconv_mac_neon.c:151             -      -            
     0.25%  [.] campp_qconv_requantize_store_neon_tile             qconv_mac_neon.c:863             -      -            
     0.23%  [.] campp_qconv_neon_weight_columns                    arm_neon.h:3181                  -      -            
     0.21%  [.] campp_qconv_mac_4x8_try_tile                       qconv_mac_4x8.c:128              -      -            
     0.21%  [.] campp_qconv_neon_weight_columns                    qconv_mac_neon.c:113             -      -            
     0.19%  [.] campp_qconv_mac_neon_tile_v2                       qconv_mac_neon.c:676             -      -            
     0.19%  [.] campp_qconv_requantize_store_neon_tile             arm_neon.h:10805                 -      -            
     0.19%  [.] campp_qconv_requantize_store_neon_tile             qconv_mac_neon.c:827             -      -            
     0.17%  [.] campp_qconv_mac_4x8_try_tile                       qconv_mac_4x8.c:129              -      -            
     0.17%  [.] campp_qconv_mac_neon_tile_v2                       qconv_mac_neon.c:97              -      -            
     0.17%  [.] campp_qconv_neon_weight_columns                    arm_neon.h:1605                  -      -            
     0.17%  [.] output_hash                                        campp_operator_microbench.c:403  -      -            
     0.14%  [.] campp_qconv_mac_4x8_try_tile                       qconv_mac_4x8.c:130              -      -            
     0.14%  [.] campp_qconv_mac_neon_tile_v2                       qconv_mac_neon.c:693             -      -            
     0.14%  [.] campp_qconv_mac_neon_tile_v2                       qconv_mac_neon.c:91              -      -            
     0.14%  [.] campp_qconv_neon_weight_columns                    qconv_mac_neon.c:157             -      -            
     0.14%  [.] campp_qconv_requantize_store_neon_tile             arm_neon.h:10568                 -      -            
     0.14%  [.] campp_qconv_requantize_store_neon_tile             qconv_mac_neon.c:755             -      -            
     0.14%  [.] 0x00000000000a3094                                 libc.so.6[a3094]                 -      -            
     0.12%  [.] campp_qconv_mac_4x8_try_tile                       qconv_mac_4x8.c:133              -      -            
     0.12%  [.] campp_qconv_mac_neon_tile_v2                       qconv_mac_neon.c:674             -      -            
     0.12%  [.] campp_qconv_requantize_store_neon_tile             arm_neon.h:12531                 -      -            
     0.12%  [.] campp_qconv_requantize_store_neon_tile             arm_neon.h:2720                  -      -            
     0.12%  [.] campp_qconv_requantize_store_neon_tile             arm_neon.h:324                   -      -            
     0.12%  [.] campp_reference_read_f32                           reference_kernel_utils.c:151     -      -            
     0.12%  [.] output_hash                                        campp_operator_microbench.c:405  -      -            
     0.12%  [.] 0x00000000000a3188                                 libc.so.6[a3188]                 -      -            
     0.10%  [.] campp_qconv_neon_weight_columns                    arm_neon.h:23767                 -      -            
     0.10%  [.] campp_qconv_requantize_store_neon_tile             arm_neon.h:16333                 -      -            
     0.10%  [.] campp_qconv_requantize_store_neon_tile             qconv_mac_neon.c:757             -      -            
     0.10%  [.] campp_qconv_requantize_store_neon_tile             qconv_mac_neon.c:839             -      -            
     0.10%  [.] campp_reference_read_quantized                     reference_kernel_utils.c:64      -      -            
     0.08%  [.] campp_qconv_address_input_base                     qconv_address_fastpath.c:80      -      -            
     0.08%  [.] campp_qconv_address_input_base                     tensor_view.h:117                -      -            
     0.08%  [.] campp_qconv_candidate_run_v2.constprop.0           qconv_candidate.c:611            -      -            
     0.08%  [.] campp_qconv_mac_neon_tile_v2                       qconv_mac_neon.c:101             -      -            
     0.08%  [.] campp_qconv_mac_neon_tile_v2                       qconv_mac_neon.c:666             -      -            
     0.08%  [.] campp_qconv_neon_weight_columns                    arm_neon.h:24037                 -      -            
     0.08%  [.] campp_qconv_requantize_store_neon_tile             arm_neon.h:10238                 -      -            
