mode,operator_id,weight_shape,baseline_mean_ms,candidate_mean_ms,speedup_ratio,baseline_p50_ms,candidate_p50_ms,p50_speedup_ratio,baseline_p95_ms,candidate_p95_ms,p95_speedup_ratio,bitwise_output_hashes
combined_fixed,0,32x1x3x3,378.85237800000004,374.16246598333333,1.0125344267344967,378.829114,373.8005465,1.0134525418624556,378.9668797,376.69845595,1.0060218557155465,True
combined_fixed,10,32x32x3x3,2180.9266656666664,111.85302776666667,19.49814599758742,2181.171197,111.829114,19.504502172842038,2182.448072,112.40159904999999,19.416521565935856,True
combined_fixed,25,32x32x3x3,1078.569288,56.98849915,18.926086913801445,1079.205,56.9983595,18.933965985459633,1079.4285942000001,57.5887967,18.74372544755741,True
combined_fixed,31,32x32x3x3,564.8508333333333,30.018478249999998,18.816771077772184,564.173021,29.995,18.80890218369728,566.3751616999999,30.637989150000003,18.486042244061565,True
combined_fixed,35,128x320x5,539.6274133333333,18.29635761666667,29.493707143206002,538.947448,18.0054165,29.93251769543904,541.3992919000001,19.591490299999997,27.63441083907742,True
combined_fixed,42,32x128x3,34.364931,1.4462995166666666,23.76059080708398,34.406615,1.431797,24.030372322333406,34.4398025,1.50581765,22.871164048316206,True
combined_fixed,50,64x128x1,24.388333666666668,1.3116518833333333,18.59360244631982,24.363802,1.3072659999999998,18.6372184390935,24.4907866,1.32863565,18.433034368752637,True
combined_fixed,58,32x128x3,34.343524333333335,1.4469461333333333,23.73517820889163,34.352135,1.439245,23.86816351628805,34.4312135,1.49414295,23.044122719315443,True
combined_fixed,66,64x128x1,24.513801666666666,1.3205902833333334,18.56276089264476,24.532344,1.3144005,18.664283831297993,24.761187,1.3529655999999999,18.301416532689377,True
combined_fixed,74,32x128x3,34.230087,1.4425017500000001,23.72966757232703,34.236719,1.4338805,23.876968129491964,34.3401722,1.4919375999999998,23.017163854574083,True
combined_fixed,82,64x128x1,24.37435766666667,1.31396705,18.550204639200555,24.285052,1.308542,18.55886322334323,24.5528488,1.3341767999999998,18.402994865448118,True
combined_fixed,90,32x128x3,34.46783,1.4463576333333334,23.830779611930463,34.462083,1.435234,24.011473390401846,34.6758807,1.4916825999999999,23.246152164005938,True
combined_fixed,98,64x128x1,24.493559,1.3201579833333335,18.553505950973367,24.478646,1.3177085,18.576677618760144,24.648521,1.34792405,18.286283266479295,True
combined_fixed,106,32x128x3,34.175017,1.4380608333333333,23.76465321066042,34.13375,1.4278125,23.906325235281244,34.2894212,1.4765158,23.223199643376656,True
combined_fixed,114,64x128x1,24.509410333333335,1.3146459666666668,18.64335414611878,24.509011,1.309323,18.718842485773184,24.5394796,1.33544565,18.37549854612204,True
combined_fixed,122,32x128x3,34.274219,1.44204165,23.76784262784643,34.220885,1.4340885,23.862463857704736,34.3810112,1.4972656500000001,22.96253253388936,True
combined_fixed,130,64x128x1,24.883715,1.3278351166666666,18.740063948953903,24.830885,1.3183595000000001,18.834684317896595,25.1346818,1.3663932499999998,18.39491068914458,True
combined_fixed,138,32x128x3,34.38788233333333,1.4309800000000001,24.031001365031884,34.234896,1.426458,23.999932700437025,34.821443099999996,1.45326305,23.960867304786976,True
combined_fixed,146,64x128x1,24.439913,1.3231439666666667,18.47109129142636,24.522917,1.314661,18.65341483469883,24.5559164,1.3477030499999998,18.220568989585654,True
combined_fixed,154,32x128x3,34.35116299999999,1.4306709666666668,24.010526389610796,34.339062,1.426875,24.065921681997374,34.4773902,1.4462319,23.83946184564177,True
combined_fixed,162,64x128x1,24.352135,1.3174765833333335,18.483922453017662,24.328333,1.3109635,18.55759752273805,24.421895199999998,1.3442811000000001,18.167253262729048,True
combined_fixed,170,32x128x3,34.834045333333336,1.4372804,24.236081792622606,35.053802,1.4272395,24.560560438524856,35.2008026,1.47251055,23.905297384796327,True
combined_fixed,178,64x128x1,24.488559,1.3443559833333334,18.215829217556326,24.469583,1.327526,18.432469872529804,24.6361307,1.4396046499999997,17.113122481231223,True
